ReleaseNumber|DrugId|DrugName|DosageUnitCode
14|28100609972|Betaserc|36
14|28100611372|Androcur|36
14|28100612972|Mindiab|36
14|28100615172|Diproderm|25
14|28100615372|Ventoline|17
14|28100615872|Catapresan|36
14|28100616272|Treosulfan "Medac"|14
14|28100616672|Serenase|36
14|28100620972|Abboticin|36
14|28100622372|Heracillin|36
14|28100627873|Abboticin|17
14|28100631373|Flagyl|36
14|28100631773|Nitoman|36
14|28100632573|Dermovat|25
14|28100632673|Dermovat|25
14|28100634973|Mycostatin|17
14|28100636073|Panodil|36
14|28100636473|Diproderm|25
14|28100636573|Diproderm|25
14|28100636673|Madopar "125"|14
14|28100636773|Madopar "250"|14
14|28100643374|Leponex|36
14|28100643574|Leponex|36
14|28100645874|Rivotril|36
14|28100645974|Rivotril|36
14|28100646174|Rivotril|7
14|28100649974|Flamazine|25
14|28100651774|Lexotan|36
14|28100651874|Lexotan|36
14|28100656374|Diural|36
14|28100656474|Diural|36
14|28100656574|Diural|36
14|28100656774|Gaviscon|41
14|28100657174|Cyclogyl|7
14|28100657875|Cincain "Ophtha"|31
14|28100657975|Ventoline|36
14|28100658675|Estracyt|14
14|28100665575|Nitrolingual|24
14|28100665775|Treo|4
14|28100668975|Brufen|36
14|28100669775|Estrofem|36
14|28100669975|Trisekvens|36
14|28100674375|Sinquan|14
14|28100676975|Nitrazepam "DAK"|36
14|28100688875|Brentacort|25
14|28100690776|Balancid Novum|41
14|28100690976|Tenormin|36
14|28100691076|Tenormin|36
14|28100693676|Ampicillin "PCD"|36
14|28100695476|Amitriptylin "DAK"|36
14|28100695576|Amitriptylin "DAK"|36
14|28100695676|Amitriptylin "DAK"|36
14|28100695776|Soluvit|16
14|28100698876|Diprosalic|25
14|28100699976|Trandate|36
14|28100700476|A-vitamin "Medic"|36
14|28100702376|Alminox "DAK"|41
14|28100707376|Boraks "Ophtha"|48
14|28100709776|Digoxin "DAK"|36
14|28100709876|Digoxin "DAK"|36
14|28100711576|Ergokoffin|36
14|28100713276|Fenemal "DLF"|36
14|28100713376|Fenemal "DLF"|36
14|28100713476|Fenemal "DLF"|36
14|28100713876|Fenylbutazon "OBA"|36
14|28100714076|Fenytoin "DAK"|36
14|28100714576|Ferroplex-frangula "ERA"|36
14|28100715276|Folimet|36
14|28100716376|Pectyl Brystdråber "DAK"|17
14|28100716476|Pectyl Stærke Brystdråber "DAK"|17
14|28100717276|Glyoktyl|28
14|28100718376|Hydrokortison "DnE"|25
14|28100718476|Hydrokortison "DnE"|25
14|28100719276|Imipramin "DAK"|36
14|28100719376|Imipramin "DAK"|36
14|28100722776|Kinin "DAK"|36
14|28100723576|Klopoxid "Takeda"|36
14|28100723676|Klopoxid "Takeda"|36
14|28100724176|Kloramfenikol "DAK"|7
14|28100724276|Kloramfenikol "DAK"|31
14|28100725676|Klorzoxazon "DAK"|36
14|28100725776|Kodamid "DAK"|36
14|28100725976|Kodein "DAK"|17
14|28100726076|Kodein Stærk "DAK"|17
14|28100726176|Kodein "DAK"|36
14|28100726476|Kodimagnyl Ikke-stoppende "DAK"|36
14|28100726976|Koffein-fenazon "DAK"|36
14|28100727576|Koffisal "DAK"|36
14|28100731076|Litiumkarbonat "OBA"|36
14|28100732876|Menadion "Medic"|36
14|28100734576|Metadon "DAK"|36
14|28100739776|Nitrofurantoin "DAK"|36
14|28100740376|Nitroglycerin "DAK"|29
14|28100740476|Nitroglycerin "DAK"|29
14|28100741176|Noskapin "DAK"|36
14|28100742176|Papaverin "OBA"|36
14|28100743376|Petidin "DAK"|26
14|28100743476|Petidin "DAK"|36
14|28100743676|Pilokarpin "Ophtha"|7
14|28100744276|Prednisolon "DAK"|36
14|28100744676|Prednison "DAK"|36
14|28100744776|Primidon "ERA"|36
14|28100744876|Probenecid "Medic"|36
14|28100745876|Prometazin "ERA"|36
14|28100745976|Propyltiouracil "Medic"|36
14|28100746876|Resorcinol "Ophtha"|7
14|28100749176|Skopolamin "Ophtha"|7
14|28100750576|Sulfametizol "Actavis"|36
14|28100750676|Sulfametizol "Actavis"|7
14|28100753476|Tetracyklin "DAK"|36
14|28100753576|Tetracyklin "DAK"|36
14|28100758676|Øjensalve Neutral "Ophtha"|31
14|28100777276|Prednisolon "DAK"|36
14|28100787776|Microgyn|36
14|28100789776|Metadon "DAK"|17
14|28100797177|Primidon "ERA"|36
14|28100798077|Østradiol "DLF"|36
14|28100808477|Isoniazid "OBA"|36
14|28100810078|Glycerol "OBA"|26
14|28100814078|Kaliumklorid "PS"|17
14|28100819278|Prednison "DAK"|36
14|28100821378|Kloramfenikol Viskøse "DAK"|7
14|28100830279|Viskøse Øjendråber "Ophtha"|7
14|28100833780|Verucid|25
14|28100834380|Dolodent|19
14|28100838680|Prednisolon "DAK"|36
14|28100902276|Primcillin|36
14|28100902476|Primcillin|36
14|28100902576|Primcillin|3
14|28100902676|Primcillin|17
14|28100902976|Panodil Junior|17
14|28100903176|Ludiomil|36
14|28100903676|Diazepam "DAK"|36
14|28100903776|Diazepam "DAK"|36
14|28100905376|Delepsine|36
14|28100907676|Panodil Brus|4
14|28100907976|Lestid|3
14|28100911976|Lomustine "Medac"|14
14|28100913176|Selexid|36
14|28100913877|Canesten|1
14|28100917477|Atamir|14
14|28100918177|Stesolid|28
14|28100918277|Stesolid|28
14|28100919477|Halcion|36
14|28100920077|Etalpha|14
14|28100920477|Trimopan|36
14|28100921977|Brentan|22
14|28100923577|Dacriosol|7
14|28100924177|Lomudal|7
14|28100924377|Laxoberal|7
14|28100925577|Duraphat|19
14|28100925773|Ludiomil|36
14|28100926053|Abboticin|16
14|28100926477|Andriol|14
14|28100927977|Pevisone|25
14|28100928577|Diprosalic|25
14|28100946749|Xylocain|25
14|28100947049|Xylocain|25
14|28100948277|Burinex|36
14|28100948456|Atarax|36
14|28100948557|Perilax|26
14|28100950170|Apozepam|36
14|28100950565|Stesolid|36
14|28100950870|Stesolid|26
14|28100954976|Trandate|36
14|28100965264|Betnovat|25
14|28100965364|Betnovat|25
14|28100965465|Betnovat med Chinoform|25
14|28100966278|Motilium|36
14|28100966678|Motilium|26
14|28100970678|Persantin|36
14|28100972778|Pondocillin|36
14|28100973378|Prioderm|46
14|28100973478|Prioderm|11
14|28100975178|Etalpha|14
14|28100975578|Emovat|25
14|28100980178|Metronidazol "Actavis"|36
14|28100980278|Metronidazol "Actavis"|26
14|28100982178|Madopar "62,5"|14
14|28100983067|Anafranil|36
14|28100983278|Imodium|17
14|28100985178|Atamir|14
14|28100988878|Karbamazepin "DAK"|36
14|28100989878|Furix|36
14|28100989978|Furix|36
14|28100990562|Synalar|25
14|28100991168|Cyklokapron|36
14|28100991878|Orfiril|36
14|28100991978|Orfiril|17
14|28100993371|Mydriacyl|7
14|28100993478|Vermox|17
14|28100993578|Vermox|36
14|28100994078|Lasix Retard|14
14|28100994178|Tetracyclin "Actavis"|36
14|28100994578|Vi-siblin|18
14|28100994978|Emperal|36
14|28100996278|Spirix|36
14|28100996855|Lucosil|36
14|28100999578|Novaluzid|41
14|28101000672|Lioresal|36
14|28101000865|Neulactil|36
14|28101001578|Lomudal|14
14|28101003178|Prothiaden|14
14|28101003278|Prothiaden|36
14|28101003665|Risolid|36
14|28101003765|Risolid|36
14|28101004478|Theo-dur|36
14|28101004578|Theo-dur|36
14|28101005764|Marevan|36
14|28101006679|Eltroxin|36
14|28101009755|Phenergan|36
14|28101010979|Voltaren|36
14|28101011571|Saroten Retard|14
14|28101011661|Saroten|36
14|28101011862|Streptase|9
14|28101012255|Ketogan|26
14|28101012355|Ketogan|36
14|28101013060|Vilan|26
14|28101013160|Vilan|36
14|28101013660|Nozinan|36
14|28101014279|Brentan|19
14|28101019455|Mestinon|36
14|28101021061|Proctosedyl|26
14|28101022079|Trimopan|17
14|28101026279|Nuelin Retard|36
14|28101027479|Tenoretic|36
14|28101028579|Visken|36
14|28101029379|Delepsine|36
14|28101029479|Delepsine|36
14|28101029579|Delepsine|36
14|28101030479|Triquilar|36
14|28101032579|Pronoctan|36
14|28101032979|Delepsine|17
14|28101033279|Bromhexin "DAK"|17
14|28101034279|Brentan|43
14|28101034579|Colifoam|1
14|28101036079|Dermovat|25
14|28101037879|Essex|25
14|28101038079|Instillagel|25
14|28101040380|Tafil|36
14|28101040480|Tafil|36
14|28101040580|Tafil|36
14|28101041280|Panodil Junior|26
14|28101045080|Tegretol|36
14|28101048680|Bromhexin "DAK"|36
14|28101053180|Zinacef|16
14|28101055580|Bricanyl Retard|36
14|28101055780|Nuelin Retard|36
14|28101055980|Marvelon|36
14|28101058280|Allopurinol "DAK"|36
14|28101058380|Allopurinol "DAK"|36
14|28101060381|Bricanyl|16
14|28101060981|Ibumetin|36
14|28101061081|Ibumetin|36
14|28101061181|Ibumetin|36
14|28101061781|Ovestin|1
14|28101061881|Neribase|25
14|28101062281|Ibuprofen "Actavis"|36
14|28101063581|Orfiril|36
14|28101063881|Hexokain|34
14|28101064081|Nicorette Classic|40
14|28101064181|Nicorette Classic|40
14|28101065581|Delepsine|17
14|28101065881|Temgesic|29
14|28101066181|Voltaren Retard|36
14|28101066381|Ventoline|16
14|28101066981|Frisium|36
14|28101067781|Veraloc|36
14|28101067881|Veraloc|36
14|28101068581|Cisordinol|7
14|28101068881|Cisordinol|36
14|28101068981|Cisordinol|36
14|28101069481|Brentan|43
14|28101072581|Zantac|36
14|28101073581|Capiven|36
14|28101073681|Fucidin|25
14|28101080181|Contalgin|36
14|28101080281|Mucomyst|4
14|28101081381|Atenativ|23
14|28101082281|Gaviscon|17
14|28101082981|Pinex Junior|17
14|28101084381|Canesten|44
14|28101084681|Spirix|36
14|28101088281|Brufen|36
14|28101095182|Venoruton|14
14|28101095482|Bricanyl Retard|36
14|28101096082|Flagyl|17
14|28101096682|Pregnyl|23
14|28101100082|Locoid Lipid|25
14|28101100182|Propranolol "DAK"|36
14|28101100282|Propranolol "DAK"|36
14|28101100382|Propranolol "DAK"|36
14|28101100782|Diprolen|25
14|28101102182|Contalgin|36
14|28101102482|Glucobay|36
14|28101103282|Dalacin|25
14|28101107082|Rytmonorm|36
14|28101107182|Rytmonorm|36
14|28101107682|Betolvex|36
14|28101115082|Ibuprofen "Actavis"|36
14|28101116082|Scopoderm|20
14|28101120682|Sinemet 25/100|36
14|28101121482|Halcion|36
14|28101121682|Sibelium|36
14|28101122082|Condyline|19
14|28101124183|Sirdalud|36
14|28101124283|Sirdalud|36
14|28101129383|Anafranil Retard|36
14|28101131083|Tegretol|17
14|28101131883|Veraloc|36
14|28101133083|Antabus|4
14|28101136383|Madopar "250"|36
14|28101136683|Dexofan|17
14|28101137283|Imacillin|17
14|28101137583|Beconase|24
14|28101139683|Tambocor|36
14|28101139883|Vastarel|36
14|28101140683|Noritren|36
14|28101143283|Eldepryl|36
14|28101145783|Adalat|36
14|28101145883|Lopid|14
14|28101146083|Zantac|16
14|28101162183|Morfin "DAK"|36
14|28101162283|Metadon "DAK"|36
14|28101164083|Unixan|36
14|28101164183|Contalgin|36
14|28101167883|Antepsin|36
14|28101169483|Emla|25
14|28101169983|Ovestin|45
14|28101170383|Clotrason|25
14|28101171883|Pentasa|21
14|28101171983|Veraloc Retard|36
14|28101173183|Delepsine|26
14|28101173483|Nizoral|25
14|28101176884|Kliogest|36
14|28101177684|Cordarone|36
14|28101178884|Provera|36
14|28101180484|Zymelin|7
14|28101181584|Isoptin Retard|36
14|28101181884|Nimotop|36
14|28101183784|Creon 10.000|14
14|28101183984|Imovane|36
14|28101184184|Cardopax Retard|36
14|28101185584|Sparkal|36
14|28101185684|Sparkal Mite|36
14|28101186784|Pacisyn|36
14|28101187584|Primcillin|36
14|28101187684|Hexaglucon|36
14|28101187784|Hexaglucon|36
14|28101188584|Hexapindol|36
14|28101188684|Hexapindol|36
14|28101188784|Hexapindol|36
14|28101191384|Salazopyrin Entabs|36
14|28101192884|Optimol|7
14|28101195184|Pergotime|36
14|28101195484|Pinex|4
14|28101195584|Tenoretic Mite|36
14|28101196884|Amilco|36
14|28101197084|Gastro-Timelets|14
14|28101197884|Cytotec|36
14|28101199184|Spirix|36
14|28101199484|Trimonil Retard|36
14|28101202184|Alopam|36
14|28101202284|Alopam|36
14|28101203184|Hexalid|36
14|28101203284|Hexalid|36
14|28101203484|Hexalacton|36
14|28101203684|Hexalacton|36
14|28101204284|Kodipar|36
14|28101205785|Imdur|36
14|28101207185|Baypress|36
14|28101207285|Diprolen|25
14|28101207685|Vancocin|14
14|28101208085|Etalpha|7
14|28101208285|Sinalfa|36
14|28101208785|Metronidazol "DAK"|36
14|28101210985|Mercilon|36
14|28101211385|Betoptic|7
14|28101211585|Minprostin|45
14|28101212585|Fucithalmic|7
14|28101213685|Livial|36
14|28101214185|Oxabenz|36
14|28101218285|Unixan|36
14|28101218785|Oxapax|36
14|28101218885|Brentacort|25
14|28101219085|Vepesid|14
14|28101219585|Cardil|36
14|28101219685|Cardil|36
14|28101219985|Doloproct|25
14|28101220085|Doloproct|26
14|28101220385|Granon|4
14|28101222785|Trimonil Retard|36
14|28101225585|Spektramox|17
14|28101226485|Selo-zok|36
14|28101226585|Selo-zok|36
14|28101228685|Adalat|36
14|28101229085|Fucicort|25
14|28101229485|Dexofan|17
14|28101229585|Dexofan|36
14|28101229985|Minirin|24
14|28101230985|Atrovent|16
14|28101233785|Felden|25
14|28101234485|Cardizem Retard|36
14|28101250185|Tilcotil|36
14|28101253286|Andolex|17
14|28101255986|Tamoxifen "Mylan"|36
14|28101257386|Tegretol Retard|36
14|28101257486|Tegretol Retard|36
14|28101258286|Clarityn|36
14|28101259986|Hexasoptin Retard|14
14|28101260086|Hexasoptin Retard|14
14|28101260386|Betaserc|36
14|28101261486|Zoladex|10
14|28101261586|Surgamyl|36
14|28101262786|Sinalfa|36
14|28101263186|Vivotif|14
14|28101263286|Mucolysin|4
14|28101263886|Flurolon|7
14|28101265486|Selo-zok|36
14|28101267686|Humulin NPH|9
14|28101267786|Humulin Regular|9
14|28101270586|Cilest|36
14|28101271286|Bonyl|36
14|28101271386|Bonyl|36
14|28101271486|Bonyl|26
14|28101273586|Diclon|26
14|28101275086|Furix|36
14|28101278686|Baklofen "Mylan"|36
14|28101278786|Baklofen "Mylan"|36
14|28101280586|Olbetam|14
14|28101282986|Bricanyl Turbuhaler|33
14|28101286986|Abboticin Novum|36
14|28101287386|Dipentum|14
14|28101288386|Uniloc|36
14|28101291087|Hexabotin|36
14|28101291187|Hexabotin|36
14|28101292087|Propal Retard|14
14|28101292187|Minulet|36
14|28101293487|Antepsin|17
14|28101295187|Fragmin|9
14|28101295287|Fragmin|9
14|28101297087|Sinemet 12,5/50|36
14|28101298087|Milvane|36
14|28101299487|Mesasal|36
14|28101299687|Mesasal|26
14|28101299987|Plendil|36
14|28101300087|Plendil|36
14|28101301487|Asacol|36
14|28101301587|Hexanurat|36
14|28101301687|Hexanurat|36
14|28101301887|Ovestin|36
14|28101302887|Surlid|36
14|28101304887|Vagifem|44
14|28101305187|Pirom|36
14|28101305287|Pirom|36
14|28101306387|Myonil|36
14|28101306687|Streptase|9
14|28101307687|Frusamil|36
14|28101307887|Zinnat|36
14|28101307987|Zinnat|36
14|28101308287|Zyrtec|36
14|28101308487|Cordarone|36
14|28101308787|Madopar Depot|14
14|28101308887|Emthexate|36
14|28101312487|Neotigason|14
14|28101312587|Neotigason|14
14|28101314487|Pamol|4
14|28101314887|Deprakine Retard|36
14|28101315187|Lioresal|17
14|28101315887|Mildison Lipid|25
14|28101316587|Skinoren|25
14|28101316787|Elocon|25
14|28101316887|Elocon|25
14|28101317387|Pamol|17
14|28101317487|Pamol|36
14|28101317587|Pamol|36
14|28101317687|Pamol|26
14|28101317887|Pamol|26
14|28101319887|Stilnoct|36
14|28101320287|Emconcor|36
14|28101320387|Emconcor|36
14|28101320687|Ibumetin Retard|36
14|28101321787|Dapson "Scanpharm"|36
14|28101322288|Bonyl|17
14|28101323088|Deprakine Retard|36
14|28101323488|Sirdalud Retard|14
14|28101323588|Sirdalud Retard|14
14|28101324888|Cipramil|36
14|28101324988|Cipramil|36
14|28101325088|Cipramil|36
14|28101327388|Zok-Zid|36
14|28101328488|Atenolol "Orifarm"|36
14|28101329088|Airomir Autohaler|24
14|28101331488|Zocor|36
14|28101332288|Dalacin|25
14|28101332488|Sinemet Depot|36
14|28101333488|Norvasc|36
14|28101333588|Norvasc|36
14|28101333788|Nizoral|46
14|28101333888|Lariam|36
14|28101334988|Tenidon|36
14|28101335088|Tenidon Mite|36
14|28101335488|Aurorix|36
14|28101336988|Medrol|36
14|28101337988|Tenormin|36
14|28101339588|Spirocort Turbuhaler|33
14|28101339688|Spirocort Turbuhaler|33
14|28101340388|Nix|46
14|28101340488|Xatral|36
14|28101341688|Brufen Retard|36
14|28101342888|Accupro|36
14|28101342988|Accupro|36
14|28101343688|Panodil Junior|26
14|28101344088|Mianserin "Mylan"|36
14|28101344588|Ipren|36
14|28101346388|Benaliv|24
14|28101346488|Benaliv|7
14|28101347188|Zoloft|36
14|28101347288|Zoloft|36
14|28101349088|Myonil Retard|36
14|28101349889|Lopid|36
14|28101350389|Madopar "125"|36
14|28101351589|Contalgin|36
14|28101351789|Dipentum|36
14|28101353089|Synarela|24
14|28101353989|Cardizem Retard|36
14|28101355689|Spirocort|16
14|28101355789|Spirocort|16
14|28101355889|Zantac|4
14|28101356689|Erycin|36
14|28101356789|Erycin|36
14|28101360589|Nix|25
14|28101362089|Zinnat|17
14|28101362889|Temgesic|29
14|28101363389|Voltaren Rapid|36
14|28101363689|Lomudal Nasal|24
14|28101363989|Questran Loc|3
14|28101364489|Gentacoll|10
14|28101365289|Furix Retard|14
14|28101365389|Furix Retard|14
14|28101365589|Pentasa|36
14|28101365989|Treosulfan "Medac"|16
14|28101366089|Treosulfan "Medac"|16
14|28101368089|Flixonase|24
14|28101369289|Cardil|36
14|28101370489|Sabrilex|36
14|28101375789|Bambec|36
14|28101376089|Magnyl "DAK"|36
14|28101376189|Magnyl "DAK"|36
14|28101376489|Morfin "DAK"|36
14|28101377189|Duact|14
14|28101377589|Marvelon 28|36
14|28101377789|Sporanox|14
14|28101378889|Decapeptyl Depot|23
14|28101380189|Doltard|36
14|28101380289|Doltard|36
14|28101380389|Doltard|36
14|28101380489|Doltard|36
14|28101382089|Spirocort Turbuhaler|33
14|28101384089|Klomipramin "Mylan"|36
14|28101384689|Accupro|36
14|28101385589|Bromam|36
14|28101389389|Seroxat|36
14|28101390289|Lamictal|36
14|28101390389|Lamictal|36
14|28101390489|Lamictal|36
14|28101394390|Pentasa|26
14|28101396290|Midotens|36
14|28101397090|Imodium|36
14|28101397390|Adalat Oros|36
14|28101397490|Adalat Oros|36
14|28101397890|Uniloc|36
14|28101398790|Aerobec Autohaler|24
14|28101398890|Aerobec Autohaler|24
14|28101401390|Elocon|25
14|28101403490|Lomir Retard|14
14|28101403590|Lomir Retard|14
14|28101405590|Nicotinell|20
14|28101405690|Nicotinell|20
14|28101405790|Nicotinell|20
14|28101406290|Eldepryl|36
14|28101406590|Dogmatil|36
14|28101406790|Treo Citrus|4
14|28101407290|Optimol Ukonserveret|7
14|28101407390|Minirin|24
14|28101408390|Zitromax|17
14|28101409690|Lamisil|25
14|28101409890|Lamisil|36
14|28101410090|Loceryl|25
14|28101410190|Unixan|36
14|28101410290|Cardizem Unotard|36
14|28101410890|Vibradox|36
14|28101410990|Vibradox|36
14|28101412090|Zantac|4
14|28101414490|Gracial|36
14|28101415390|Discotrine|20
14|28101417690|Suprecur|24
14|28101420890|Creon 25.000|14
14|28101421190|Sinemet Depot Mite|36
14|28101421390|Alprazolam "Pfizer"|36
14|28101421490|Alprazolam "Pfizer"|36
14|28101421890|Pondocillin|36
14|28101424491|Trinordiol|36
14|28101425491|Diflucan|17
14|28101426191|Orap|36
14|28101426591|Anafranil Retard|36
14|28101431491|Rhinocort Turbuhaler|33
14|28101432191|Bromam|36
14|28101434291|Isodur|14
14|28101439891|Dostinex|36
14|28101440191|Triatec|36
14|28101440591|Corodil|36
14|28101440691|Corodil|36
14|28101440791|Corodil|36
14|28101442391|Mepronet|36
14|28101442491|Mepronet|36
14|28101444991|Xylocain|25
14|28101445291|Angicor|36
14|28101445391|Angicor|36
14|28101447291|Nizoral|36
14|28101447591|Marcoumar|36
14|28101448091|Parlodel|36
14|28101449191|Contalgin|36
14|28101449991|Entocort|37
14|28101451191|Emla|20
14|28101451291|Alprox|36
14|28101451391|Alprox|36
14|28101454291|Propal Retard|14
14|28101454491|Atrovent|16
14|28101454591|Dalacin|14
14|28101457491|Act-hib|23
14|28101460791|Mycostatin|17
14|28101461291|Ovestin|36
14|28101462391|Nobligan|14
14|28101462491|Nobligan|7
14|28101462691|Nobligan|26
14|28101462891|Bonefos|36
14|28101462991|Plendil|36
14|28101463091|Alprazolam "Pfizer"|36
14|28101464391|Medrol|36
14|28101464491|Medrol|36
14|28101464891|AmBisome|16
14|28101465291|Relifex|36
14|28101467091|Naproxen-E "Mylan"|36
14|28101467191|Naproxen-E "Mylan"|36
14|28101468191|Tolmin|36
14|28101468291|Tolmin|36
14|28101470091|Orfiril Retard|36
14|28101470391|Bifluorid|19
14|28101473291|Sabrilex|3
14|28101473791|Fotil|7
14|28101474191|Exocin|7
14|28101474991|Piroxicam "Mylan"|36
14|28101475191|Tambocor|36
14|28101475291|Allergodil|24
14|28101476891|Rifabutin "Pfizer"|14
14|28101476991|Evorel|20
14|28101477691|Trevina|36
14|28101477991|Betoptic S|7
14|28101479091|Lamictal|36
14|28101482891|Tetanusvaccine "SSI"|9
14|28101482991|Difterivaccine "SSI"|9
14|28101483091|Difterivaccine "SSI"|9
14|28101488092|Stamaril|23
14|28101488192|Mirena|30
14|28101492390|Surlid|36
14|28101492592|Bricanyl Turbuhaler|33
14|28101493892|Odrik|14
14|28101493992|Odrik|14
14|28101495392|Imdur|36
14|28101495492|Atenodan|36
14|28101495592|Atenodan|36
14|28101495692|Atenodan|36
14|28101496092|Lecrolyn|7
14|28101497592|Berodual|16
14|28101497692|Risperdal|36
14|28101498292|Flixotide|24
14|28101498392|Flixotide|24
14|28101498492|Flixotide|24
14|28101502292|Lecrolyn|7
14|28101502892|Bactroban|25
14|28101503692|Locoid Crelo|25
14|28101504992|Locoid|25
14|28101507192|Ciloxan|7
14|28101508492|Estring|42
14|28101515692|Calcium-Sandoz|4
14|28101519192|Zovir|17
14|28101519292|Zovir|17
14|28101519392|Zovir|36
14|28101519492|Zovir|36
14|28101519592|Zovir|36
14|28101522492|Kreon 10.000|14
14|28101524792|Pancillin|36
14|28101524892|Pancillin|36
14|28101524992|Pancillin|36
14|28101525192|Fotil Forte|7
14|28101525292|Bactroban Nasal|25
14|28101527692|Lescol|14
14|28101527792|Lescol|14
14|28101527892|Arthrotec|36
14|28101528092|Regaine Forte|25
14|28101528292|Voltaren Ophtha|7
14|28101528992|Imacillin|36
14|28101529792|Isotrex|25
14|28101534592|Timacar Depot|7
14|28101535292|Metocar|36
14|28101535392|Metocar|36
14|28101538293|Klacid|17
14|28101541593|Zovir|25
14|28101541993|Zovir|31
14|28101542193|Contalgin|36
14|28101543193|Nicorette|24
14|28101545193|Durogesic|20
14|28101545293|Durogesic|20
14|28101545393|Durogesic|20
14|28101545493|Durogesic|20
14|28101546293|Pulmozyme|16
14|28101552793|Klacid|36
14|28101554193|Dalacin|1
14|28101555293|Viscotears|7
14|28101557693|Iopidine|7
14|28101560293|Diproderm|25
14|28101560693|Diprosalic|25
14|28101562093|Fortamol|36
14|28101562393|Nutrineal PD4|15
14|28101564593|Sotalol "Mylan"|36
14|28101564693|Sotalol "Mylan"|36
14|28101567393|Diclodan|26
14|28101567493|Diclodan|26
