DrugID|Navn|Ental|Flertal
28104456208|Revolade|tablet|tabletter
28104474409|Moderiba|tablet|tabletter
28104481309|Votrient|tablet|tabletter
28104527409|Prezista|tablet|tabletter
28104527509|Prezista|tablet|tabletter
28104657410|Sprycel|tablet|tabletter
28104747310|Priligy|tablet|tabletter
28104747410|Priligy|tablet|tabletter
28104885811|Inlyta|tablet|tabletter
28104958811|Bosulif|tablet|tabletter
28104958911|Bosulif|tablet|tabletter
28104979811|VitaCare "Glucosamin JemoPharm|tablet|tabletter
28104979911|VitaCare "Glucosamin JemoPharm|tablet|tabletter
28104998511|Kalydeco|tablet|tabletter
28105019912|Stribild|tablet|tabletter
28105020012|Selincro|tablet|tabletter
28105024111|Viread|tablet|tabletter
28105024211|Viread|tablet|tabletter
28105024311|Viread|tablet|tabletter
28105038412|Xarelto|tablet|tabletter
28105111312|Tybost|tablet|tabletter
28105112912|Vipidia|tablet|tabletter
28105113012|Vipidia|tablet|tabletter
28105113112|Vipidia|tablet|tabletter
28105127412|Incresync|tablet|tabletter
28105127612|Incresync|tablet|tabletter
28105127712|Incresync|tablet|tabletter
28105128012|Vipdomet|tablet|tabletter
28105128112|Vipdomet|tablet|tabletter
28105145012|Invokana|tablet|tabletter
28105154212|Inlyta|tablet|tabletter
28105158112|Revolade|tablet|tabletter
28105165512|Iclusig|tablet|tabletter
28105165612|Iclusig|tablet|tabletter
28105175612|Giotrif|tablet|tabletter
28105175912|Giotrif|tablet|tabletter
28105181012|Latuda|tablet|tabletter
28105181112|Latuda|tablet|tabletter
28105181212|Latuda|tablet|tabletter
28105187612|Leflunomide medac|tablet|tabletter
28105188512|Sildenafil "Bluefish"|tablet|tabletter
28105188612|Sildenafil "Bluefish"|tablet|tabletter
28105200412|Ibandronsyre "2care4"|tablet|tabletter
28105204313|Naratriptan "2care4"|tablet|tabletter
28105218313|Naratriptan "EuroPharma"|tablet|tabletter
28105234813|Tivicay|tablet|tabletter
28105246913|Adempas|tablet|tabletter
28105247013|Adempas|tablet|tabletter
28105247113|Adempas|tablet|tabletter
28105247213|Adempas|tablet|tabletter
28105256213|Vokanamet|tablet|tabletter
28105256313|Vokanamet|tablet|tabletter
28105256413|Vokanamet|tablet|tabletter
28105256513|Vokanamet|tablet|tabletter
28105328813|Atozet|tablet|tabletter
28105328913|Atozet|tablet|tabletter
28105329013|Atozet|tablet|tabletter
28105329113|Atozet|tablet|tabletter
28105332813|Zydelig|tablet|tabletter
28105332913|Zydelig|tablet|tabletter
28105337413|Rezolsta|tablet|tabletter
28105370514|Daklinza|tablet|tabletter
28105376314|Otezla|tablet|tabletter
28105400914|Cozaar|tablet|tabletter
28105402814|Harvoni|tablet|tabletter
28105416814|Exviera|tablet|tabletter
28105454014|Eplerenone "2care4"|tablet|tabletter
28105454114|Eplerenone "2care4"|tablet|tabletter
28100327860|Nozinan|tablet|tabletter
28100693676|Ampicillin "PCD"|tablet|tabletter
28100699976|Trandate|tablet|tabletter
28100719276|Imipramin "DAK"|tablet|tabletter
28100719376|Imipramin "DAK"|tablet|tabletter
28100726476|Kodimagnyl Ikke-stoppende DAK|tablet|tabletter
28100731076|Litiumkarbonat "OBA"|tablet|tabletter
28100741176|Noskapin "DAK"|tablet|tabletter
28100753476|Tetracyklin "DAK"|tablet|tabletter
28100753576|Tetracyklin "DAK"|tablet|tabletter
28100798077|Østradiol "DLF"|tablet|tabletter
28100902276|Primcillin|tablet|tabletter
28100954976|Trandate|tablet|tabletter
28100972778|Pondocillin|tablet|tabletter
28100994178|Tetracyclin "Actavis"|tablet|tabletter
28101013660|Nozinan|tablet|tabletter
28101100382|Propranolol "DAK"|tablet|tabletter
28101121682|Sibelium|tablet|tabletter
28101187584|Primcillin|tablet|tabletter
28101204284|Kodipar|tablet|tabletter
28101229585|Dexofan|tablet|tabletter
28101286986|Abboticin Novum|tablet|tabletter
28101421890|Pondocillin|tablet|tabletter
28101462891|Bonefos|tablet|tabletter
28101943797|Tetracyclin "Actavis"|tablet|tabletter
28103114899|Truxal|tablet|tabletter
28103114999|Truxal|tablet|tabletter
28103115099|Truxal|tablet|tabletter
28103131000|Panodil Zapp|tablet|tabletter
28103150300|Seractiv|tablet|tabletter
28103164400|Magnesia "medic"|tablet|tabletter
28103168800|Xefo Rapid|tablet|tabletter
28103274501|Novofem|tablet|tabletter
28103449602|Rimactazid|tablet|tabletter
28103451402|Rimstar|tablet|tabletter
28103451502|Rimcure|tablet|tabletter
28103521303|Glucosamin "Sandoz"|tablet|tabletter
28103542903|Magnesia "DAK"|tablet|tabletter
28103702404|Dolenio|tablet|tabletter
28103728904|Cetirizin "BMM Pharma"|tablet|tabletter
28103803205|Inovelon|tablet|tabletter
28103969806|Arcoxia|tablet|tabletter
28103988606|Vastarel|tablet|tabletter
28103990306|Fucidine|tablet|tabletter
28103995906|Granisetron "BMM Pharma"|tablet|tabletter
28103996006|Granisetron "BMM Pharma"|tablet|tabletter
28104213407|Sertralin "Bluefish"|tablet|tabletter
28104213507|Sertralin "Bluefish"|tablet|tabletter
28104360908|Resolor|tablet|tabletter
28104361008|Resolor|tablet|tabletter
28104394308|Almogran|tablet|tabletter
28104423308|Immunoprin|tablet|tabletter
28104423408|Immunoprin|tablet|tabletter
28104569509|Zoely|tablet|tabletter
28104612009|Zyvoxid|tablet|tabletter
28104622109|Atorvastatin "Bluefish"|tablet|tabletter
28104622209|Atorvastatin "Bluefish"|tablet|tabletter
28104622309|Atorvastatin "Bluefish"|tablet|tabletter
28104667910|Flucloxacillin "Orion"|tablet|tabletter
28104680910|Onglyza|tablet|tabletter
28104721210|Relpax|tablet|tabletter
28104745510|Komboglyze|tablet|tabletter
28104745610|Komboglyze|tablet|tabletter
28104843411|Crestor|tablet|tabletter
28104952011|Jentadueto|tablet|tabletter
28105020812|Relpax|tablet|tabletter
28101871497|Divigel|brev|breve
28101871597|Divigel|brev|breve
28104895411|Acnatac|påsmøring|påsmøringer
28105207413|Ipren|påsmøring|påsmøringer
28105243913|Mirvaso|påsmøring|påsmøringer
28100565269|Synalar|påsmøring|påsmøringer
28100582070|Hirudoid|påsmøring|påsmøringer
28100946749|Xylocain|påsmøring|påsmøringer
28101207285|Diprolen|påsmøring|påsmøringer
28101529792|Isotrex|påsmøring|påsmøringer
28101954997|Basiron|påsmøring|påsmøringer
28101955097|Basiron|påsmøring|påsmøringer
28101955197|Basiron Wash|påsmøring|påsmøringer
28103417302|Finacea|påsmøring|påsmøringer
28103690604|Clindoxyl|påsmøring|påsmøringer
28103643704|Testim|tube|tuber
52610035593|Guarmin|måleske|måleskeer
28103005898|Ammonaps|gram|gram
28105024011|Viread|måleske|måleskeer
28105078912|Pheburane|måleske|måleskeer
52610000893|Agiolax|måleske|måleskeer
28101473291|Sabrilex|brev|breve
28103217300|Vepicombin Novum|ml|ml
28105140812|Magnesium Diasporal|brev|breve
28100902676|Primcillin|ml|ml
28101137283|Imacillin|ml|ml
28101191784|Abboticin|ml|ml
28104285308|Modigraf|brev|breve
28105211412|Translarna|brev|breve
28105211512|Translarna|brev|breve
28105211612|Translarna|brev|breve
28100902576|Primcillin|brev|breve
28103846605|Accusol 35|ml|ml
28103846705|Accusol 35 Kalium 2 mmol/l|ml|ml
28103846805|Accusol 35 Kalium 4 mmol/l|ml|ml
28104288008|Phoxilium|ml|ml
28103437102|Multibic kaliumfri|ml|ml
28103437202|Multibic med kalium|ml|ml
28103437402|Multibic med kalium|ml|ml
28103045698|Hemosol B0|ml|ml
28103457102|Prismasol 2 mmol/l kalium|ml|ml
28103457202|Prismasol 4 mmol/l kalium|ml|ml
28103806805|Zoladex LA|implantat|implantater
28104477109|Leuprorelin "Sandoz"|implantat|implantater
28104477209|Leuprorelin "Sandoz"|implantat|implantater
28104679410|Zoladex LA|implantat|implantater
28104684710|Zoladex|implantat|implantater
28105049220|Nexplanon|implantat|implantater
28101902597|Zipzoc|strømpe|strømper
28101383289|Kalium-natrium-glucose "Braun"|ml|ml
28103642704|Venofundin|ml|ml
28100413062|Intralipid|ml|ml
28101896397|Clinoleic|ml|ml
28103018598|Omegaven|ml|ml
28103088399|Kabiven|ml|ml
28103091299|NuTRIflex Lipid peri|ml|ml
28103091399|NuTRIflex Lipid plus|ml|ml
28103091499|NuTRIflex Lipid special|ml|ml
28103149400|Kabiven Perifer|ml|ml
28103682304|Lipidem|ml|ml
28104270407|SmofKabiven|ml|ml
28104270507|SmofKabiven elektrolytfri|ml|ml
28104371308|SmofKabiven Perifer|ml|ml
28104494609|Nutriflex Omega special|ml|ml
28104494709|Nutriflex Omega plus|ml|ml
28104539909|Olimel Perifer N4E|ml|ml
28104540009|Olimel N5E|ml|ml
28104540109|Olimel N7E|ml|ml
28104540209|Olimel N9E|ml|ml
28104540409|Olimel N9|ml|ml
28104593209|Numeta G16E|ml|ml
28104593309|Numeta G19E|ml|ml
28101340888|Natriumklorid-glucose "Braun"|ml|ml
28100136355|Macrodex 60 mg/ml m. Natr.kl|ml|ml
28100675075|Glucos "Fresenius Kabi"|ml|ml
28100675475|Mannitol "Fresenius Kabi"|ml|ml
28100675575|Natriumklorid "Baxter" 9 mg/ml|ml|ml
28100675675|Ringer-lactat "Fresenius Kabi"|ml|ml
28101028979|Glucos "Fresenius Kabi"|ml|ml
28101029179|Glucos "Fresenius Kabi"|ml|ml
28101113282|Vaminolac|ml|ml
28101133883|Vamin 14 g N/l Elektrolytfri|ml|ml
28101133983|Vamin 18 g N/l Elektrolytfri|ml|ml
28101262486|Ringer-acetat "Fresenius Kabi"|ml|ml
28101334088|Glucos. "B. Braun"|ml|ml
28101334188|Natriumklorid "B. Braun"|ml|ml
28101340988|Glucos. "B. Braun"|ml|ml
28101341088|Glucos. "B. Braun"|ml|ml
28101404290|Glucos "Fresenius Kabi"|ml|ml
28101404390|Natriumklorid Fres.Kabi 9mg/ml|ml|ml
28101773695|Clinimix N17G35E|ml|ml
28101784995|Glavamin|ml|ml
28101822595|Integrilin|mikrogram|mikrogram
28101940197|Rehydrex med Glucos 25 mg/ml|ml|ml
28101952497|Kalium-Natr.-Glucos. Fres.Kabi|ml|ml
28103061199|Rescueflow|beholder|beholdere
28103134200|Voluven|ml|ml
28103202200|Nutriflex Peri|ml|ml
28103202300|Nutriflex Plus|ml|ml
28103202400|Nutriflex Special|ml|ml
28103246601|Na.kl"Baxter"Clear-Flex 9mg/ml|ml|ml
28103337401|Natriumklorid "Baxter" Viaflo|ml|ml
28103337501|Glucos "Baxter" Viaflo|ml|ml
28103454902|Natr.klorid-Glucos Bax. Viaflo|ml|ml
28103462003|Metronidazol "Baxter" Viaflo|beholder|beholdere
28103492602|Natr.klorid-Glucos Bax. Viaflo|ml|ml
28103527103|Prialt|mikrogram|mikrogram
28103599003|Human Albumin "CSL Behring"|ml|ml
28103599103|Human Albumin "CSL Behring"|ml|ml
28103669504|Gelofusine|ml|ml
28103728804|Ringerfundin|ml|ml
28103775305|Mixamin Glucos 200 mg/ml|ml|ml
28103775405|Mixamin Glucos 120 mg/ml|ml|ml
28103785305|Ringer-Acetat "Baxter" Viaflo|ml|ml
28103792305|Plasmalyte|ml|ml
28103797805|Remodulin|ml|ml
28103797905|Remodulin|ml|ml
28103798005|Remodulin|ml|ml
28103798105|Remodulin|ml|ml
28103874805|Ciprofloxacin "Fresenius Kabi"|ml|ml
28103880205|Volulyte|ml|ml
28103947106|Tetraspan|ml|ml
28103995506|Ciprofloxacin "Villerton"|ml|ml
28104019906|Gentamicin "B. Braun"|ml|ml
28104020006|Gentamicin "B. Braun"|ml|ml
28104128707|APO-go Pumpfill|ml|ml
28104154407|Vimpat|ml|ml
28104238907|Octagam|ml|ml
28104277108|Fluconazol "Fresenius Kabi"|ml|ml
28104331208|Metronidazol "B. Braun"|ml|ml
28104433208|Glukosel|ml|ml
28104500809|Ropivacain "Fresenius Kabi"|ml|ml
28104531309|Glucose-Na-K Baxter|ml|ml
28104549909|Paracetamol "Fresenius Kabi"|ml|ml
28104574109|Glucos "Baxter" Viaflo|ml|ml
28104623709|Brevibloc|ml|ml
28104639910|Flebogamma DIF|ml|ml
28104677910|Gelaspan|ml|ml
28104851711|Paracetamol "B. Braun"|ml|ml
28104920911|Zoledronsyre Hospira|ml|ml
28104921411|Zoledronsyre "medac"|ml|ml
28104990111|HyQvia|ml|ml
28105070712|Zoledronsyre "SUN"|ml|ml
28105098212|Apomorfin "PharmSwed"|ml|ml
28105165712|Kevesy|ml|ml
28105165812|Kevesy|ml|ml
28105165912|Kevesy|ml|ml
28105187012|Aminoplasmal Elektrolyt|ml|ml
28105196712|Moxifloxacin "Fresenius Kabi"|beholder|beholdere
28104356608|Peyona|ml|ml
28105234513|Bufomix Easyhaler|sug|sug
28120206499|Pulmotec|sug|sug
28101682594|Flixotide|sug|sug
28101728794|Buventol Easyhaler|sug|sug
28101921397|Beclomet Easyhaler|sug|sug
28103291301|Asmanex Twisthaler|sug|sug
28103603803|Giona Easyhaler|sug|sug
28103779905|Formo Easyhaler|sug|sug
28104507809|Bricanyl Turbuhaler|sug|sug
28104549309|Symbicort Forte Turbohaler|sug|sug
28105008712|Spirocort Turbuhaler|sug|sug
28104757410|Seretide Diskus|sug|sug
28105009411|Adasuve|sug|sug
28104458008|Spiriva|inhalationskapsel|inhalationskapsler
28104040006|Osmohale|inhalationskapsel|inhalationskapsler
28104617609|Bronchitol|inhalationskapsel|inhalationskapsler
28105171512|Formoterolfumarat "2care4"|inhalationskapsel|inhalationskapsler
28101398790|Aerobec Autohaler|pust|pust
28103707704|Alvesco|pust|pust
28103707804|Alvesco|pust|pust
28103284901|Salamol|pust|pust
28104809510|Tobi|ampul|ampuller
28103344402|Ventavis|ampul|ampuller
28101454491|Atrovent|ampul|ampuller
28104640910|Spiriva Respimat|pust|pust
28101679294|Nicorette|beholder|beholdere
28103969606|Midazolam "B. Braun"|ml|ml
28103969706|Midazolam "B. Braun"|ml|ml
28103114099|Propofol "B. Braun"|null|null
28103294001|Propofol "B. Braun"|null|null
28103716204|Propolipid|null|null
28103716304|Propolipid|null|null
28104167707|Propofol "B. Braun"|null|null
28101201284|Ultravist|ml|ml
28101530792|Lioresal|mikrogram|mikrogram
28101530992|Lioresal|null|null
28101591194|Cytarabine "Pfizer"|ml|ml
28101591294|Cytarabine "Pfizer"|ml|ml
28101593694|Methotrexate "Pfizer"|ml|ml
28101746695|Adenosin "Life Medical"|ml|ml
28101877697|Optiray|ml|ml
28103049598|Cosmofer|ml|ml
28103127399|Epirubicin "Ebewe"|ml|ml
28103159500|Calciumfolinat "Ebewe"|ml|ml
28103336101|Oxynorm|mg|mg
28103989006|Levofolininsyre "medac"|ml|ml
28104140507|Rocuronium "Hameln"|ml|ml
28104175107|Midazolam "Accord"|ml|ml
28104175207|Midazolam "Accord"|ml|ml
28104187607|Fluorouracil "Accord"|ml|ml
28104220307|Zarzio|null|null
28104220407|Zarzio|null|null
28104246907|Epirubicin "Teva"|ml|ml
28104315108|Palladon|ml|ml
28104315208|Palladon|ml|ml
28104374708|MonoFer|mg|mg
28104747710|Oxycodonhydrochlorid "Orion"|ml|ml
28104866911|Cytarabin "Fresenius Kabi"|ml|ml
28104878811|Naloxon "Hameln"|ml|ml
28100568970|Bleomycin "Baxter"|IE|IE
28101706394|Humalog|enhed|enheder
28101889297|Humulin NPH KwikPen|IE|IE
28100488965|Marcain-adrenalin|ml|ml
28100563969|Fluanxol Depot|ml|ml
28100660875|Fluanxol Depot|ml|ml
28100921177|Ventoline|ml|ml
28101001956|Carbocain-adrenalin|ml|ml
28101002056|Carbocain-adrenalin|ml|ml
28101002156|Carbocain-adrenalin|ml|ml
28101021365|Marcain-adrenalin|ml|ml
28101067681|Veraloc|ml|ml
28101400390|Fluorouracil "Hospira"|ml|ml
28101826596|Twinrix Paediatric|injektionssprøjte|injektionssprøjter
28104930211|Alfacalcidol "Paranova"|ml|ml
28120200493|Metastron|ml|ml
28120201093|Fluor-18-FDG|ml|ml
28120203693|AdreView, Iobenguane (I-123)|ml|ml
28120203793|Sodium Iodide (123-I) GE Healt|ml|ml
28120211193|Gallium (67-Ga) Citrate|ml|ml
28120211593|MIBG (I123)|ml|ml
28120212393|Hippuran (I123) injection|ml|ml
28120214493|Sodium Iodide (131-I) GE Healt|ml|ml
28120215193|(131-I) m-Iodobenzylguanidin D|ml|ml
28120215293|(131-I) m-Iodobenzylguanidin T|ml|ml
28120215693|Indium (In111) Oxinate|ml|ml
28120223205|Fludeoxyglucose (F-18) "Risø"|ml|ml
28101130083|Alk (555) Kattehår|ml|ml
28101130183|Alk (555) Kattehår|ml|ml
28101247685|Alk (552) Hesteskæl|ml|ml
28100985078|Stesolid Emulsion|ml|ml
28101209085|Diprivan|ml|ml
28101583693|Diprivan|ml|ml
28120216500|PCA (18F)  Fludeoxyglucose|ml|ml
28103527003|Apidra|enhed|enheder
28104807710|Novorapid Flex Touch|enhed|enheder
28103171500|APO-go Pen|mg|mg
28100161255|Konakion Novum|ml|ml
28100249157|Akineton|ml|ml
28100391161|Vibeden|ampul|ampuller
28100420162|Lipiodol Ultra Fluid|ml|ml
28100423962|Haldid|ml|ml
28100524267|Beriglobin|ml|ml
28100560069|Bricanyl|ml|ml
28100572170|Marcain|ml|ml
28100633173|Nebcina|ml|ml
28100690176|Aethoxysklerol|ml|ml
28100690276|Aethoxysklerol|ml|ml
28100690576|Aethoxysklerol|ml|ml
28100701476|Adrenalin "DAK"|ml|ml
28100734376|Metadon "DAK"|ml|ml
28100736376|Morfin "DAK"|ml|ml
28100737676|Natriumklorid Isotonisk "DAK"|ml|ml
28100918677|Androcur Depot|ampul|ampuller
28100950767|Stesolid|ml|ml
28100966159|Serenase|ml|ml
28100992678|Temgesic|ml|ml
28101001756|Carbocain|ml|ml
28101001856|Carbocain|ml|ml
28101002855|Methergin|ampul|ampuller
28101005078|Furix|ml|ml
28101018155|Buscopan|ampul|ampuller
28101030079|Seloken|ml|ml
28101041080|Heparin "Leo"|ml|ml
28101052080|Serenase Dekanoat|ml|ml
28101065181|Voltaren|ampul|ampuller
28101083781|Promiten|ml|ml
28101092881|Omnipaque|ml|ml
28101092981|Omnipaque|ml|ml
28101093081|Omnipaque|ml|ml
28101102782|Robinul|ml|ml
28101107782|Oncovin|ml|ml
28101110682|Rapifen|ml|ml
28101142983|Marcain Spinal|ml|ml
28101172783|Emthexate|ml|ml
28101179484|Prostinfenem|ml|ml
28101181284|Hexamycin|ml|ml
28101197284|Omnipaque|ml|ml
28101212185|Burinex|ml|ml
28101286686|Toradol|ml|ml
28101288686|Cisordinol Depot|ml|ml
28101298787|Sandostatin|ampul|ampuller
28101298887|Sandostatin|ampul|ampuller
28101305987|Robinul-Neostigmin|ml|ml
28101310387|Flurablastin|ml|ml
28101313487|Adriamycin|ml|ml
28101318287|Eprex|ml|ml
28101389489|Sufenta|ml|ml
28101389589|Sufenta|ml|ml
28101393390|Neupogen|ml|ml
28101422490|Subcuvia|ml|ml
28101483491|Tuberkulin PPD RT23 "SSI"|ml|ml
28101483691|Tuberkulin PPD RT23 "SSI"|ml|ml
28101508692|Mivacron|ml|ml
28101535792|Prohance|ml|ml
28101536392|Urografin|ml|ml
28101540293|Adenocor|ml|ml
28101556893|Iomeron|ml|ml
28101556993|Iomeron|ml|ml
28101557093|Iomeron|ml|ml
28101557393|Iomeron|ml|ml
28101593294|Visipaque|ml|ml
28101593394|Visipaque|ml|ml
28101714194|Isovorin|ml|ml
28101772295|Nimbex|ml|ml
28101793895|Integrilin|ml|ml
28101896697|Zofran Konserveret|ml|ml
28101931797|Multihance|ml|ml
28101946397|Calciumfolinat "Hospira"|ml|ml
28101956997|S-ketamin "Pfizer"|ml|ml
28103012898|Doxorubicin "Ebewe"|ml|ml
28103021398|Puregon|ml|ml
28103062099|Fentanyl "B. Braun"|ml|ml
28103088499|Foscan|ml|ml
28103144900|Gadovist|ml|ml
28103151500|Fentanyl "Hameln"|ml|ml
28103194200|Sufentanil "Hameln"|ml|ml
28103194300|Sufentanil "Hameln"|ml|ml
28103359902|Ubistesin|ml|ml
28103360002|Ubistesin Forte|ml|ml
28103366802|Humira til pædiatrisk brug|ml|ml
28103548303|Pedea|ml|ml
28103772405|Calciumgluconat "B. Braun"|ml|ml
28103779405|Rebif|injektionssprøjte|injektionssprøjter
28103870505|Rhesonativ|ml|ml
28103885006|Ondansetron "Fresenius Kabi"|ml|ml
28103892106|Increlex|ml|ml
28103970106|Dehydrobenzperidol|ml|ml
28103992906|Anatera|hætteglas|hætteglas
28104011906|Pabal|ampul|ampuller
28104018006|Epirubicin "medac"|ml|ml
28104038806|Ceplene|mg|mg
28104046706|Epirubicin "Actavis"|ml|ml
28104058906|Ondansetron "Hameln"|ml|ml
28104063207|Nalpain|ml|ml
28104078706|Octreotide "Hospira"|ml|ml
28104140807|Glypressin|ampul|ampuller
28104188807|Bridion|ml|ml
28104188907|Relistor|ml|ml
28104199207|Metex|injektionssprøjte|injektionssprøjter
28104236307|Nexodal|ml|ml
28104324008|Xolair|ml|ml
28104328208|Uman Big|ml|ml
28104355908|Dentocaine|ml|ml
28104356008|Dentocaine|ml|ml
28104459408|Elonva|injektionssprøjte|injektionssprøjter
28104500709|Ropivacain "Fresenius Kabi"|ml|ml
28104500909|Ropivacain "Fresenius Kabi"|ml|ml
28104501009|Ropivacain "Fresenius Kabi"|ml|ml
