drugid|pname|enhed_e|enhed_f|kode|iteration|type|mapning|tekst
28100466264|Calcium-Sandoz|brusetablet|brusetabletter|0000015|1|N daglig|1;1| 
28100467764|Estradurin| | | |.| | | 
28100474065|Buronil|tablet|tabletter|0000039|1|N daglig|2;2;2| 
28100474065|Buronil|tablet|tabletter|0000038|1|N daglig|1;1;1| 
28100474065|Buronil|tablet|tabletter|0000059|1|N daglig|3;3;3| 
28100474265|Fucidin|påsmøring|påsmøringer|0000103|1|N daglig|1;1;1| 
28100474265|Fucidin|påsmøring|påsmøringer|0000001|.| | | 
28100474265|Fucidin|påsmøring|påsmøringer|0000652|.| | | 
28100474265|Fucidin|påsmøring|påsmøringer|0000104|1|N daglig|1;1| 
28100474965|Synalar 0,025 % med Chinoform|påsmøring|påsmøringer|0000234|0|PN|1| 
28100474965|Synalar 0,025 % med Chinoform|påsmøring|påsmøringer|0000104|1|N daglig|1;1| 
28100474965|Synalar 0,025 % med Chinoform|påsmøring|påsmøringer|0000103|1|N daglig|1;1;1| 
28100474965|Synalar 0,025 % med Chinoform|påsmøring|påsmøringer|0000001|.| | | 
28100474965|Synalar 0,025 % med Chinoform|påsmøring|påsmøringer|0000232|1|N daglig|1| 
28100478565|Stesolid|tablet|tabletter|0000026|1|N daglig|1| 
28100478565|Stesolid|tablet|tabletter|0000001|.| | | 
28100478565|Stesolid|tablet|tabletter|0000015|1|N daglig|1;1| 
28100478565|Stesolid|tablet|tabletter|0000038|1|N daglig|1;1;1| 
28100480965|Neulactil|tablet|tabletter|0000001|.| | | 
28100480965|Neulactil|tablet|tabletter|0000026|1|N daglig|1| 
28100480965|Neulactil|tablet|tabletter|0000038|1|N daglig|1;1;1| 
28100480965|Neulactil|tablet|tabletter|0000015|1|N daglig|1;1| 
28100481265|Mylicon|dråbe|dråber|0000240|0|PN|15|15 minutter før hvert måltid
28100484765|Betnovat med Chinoform|påsmøring|påsmøringer|0000234|0|PN|1| 
28100484765|Betnovat med Chinoform|påsmøring|påsmøringer|0000232|1|N daglig|1| 
28100484765|Betnovat med Chinoform|påsmøring|påsmøringer|0000104|1|N daglig|1;1| 
28100484765|Betnovat med Chinoform|påsmøring|påsmøringer|0000001|.| | | 
28100484765|Betnovat med Chinoform|påsmøring|påsmøringer|0000103|1|N daglig|1;1;1| 
28100484865|Citanest Dental Octapressin| | | |.| | | 
28100485165|Celeston| | | |.| | | 
28100486665|Aeropax|tyggetabletter|tyggetabletter|0000038|1|N daglig|1;1;1| 
28100486665|Aeropax|tyggetabletter|tyggetabletter|0000039|1|N daglig|2;2;2| 
28100486965|Egazil|tablet|tabletter|0000050|1|N daglig|3;3| 
28100486965|Egazil|tablet|tabletter|0000003|1|N daglig|2;2| 
28100487965|Maxidex|dråbe|dråber|0000781|1|N daglig|1;1;1;1|i venstre øje
28100487965|Maxidex|dråbe|dråber|0000747|1|N daglig|1;1;1|i højre øje
28100487965|Maxidex|dråbe|dråber|0000774|1|N daglig|1;1;1;1;1;1|i højre øje
28100487965|Maxidex|dråbe|dråber|0000001|.| | | 
28100487965|Maxidex|dråbe|dråber|0000749|1|N daglig|2;2;2|, 1 i hvert øje
28100487965|Maxidex|dråbe|dråber|0000776|1|N daglig|2;2;2;2;2;2|, 1 i hvert øje
