ReleaseNumber|DrugId|DrugName|DosageUnitCode
30|28101099982|Parlodel|19
30|28101100082|Locoid Lipid|29
30|28101100182|Propranolol "DAK"|39
30|28101100282|Propranolol "DAK"|39
30|28101100882|Marcain Spinal Tung|22
30|28101102182|Contalgin|39
30|28101102482|Glucobay|39
30|28101103282|Dalacin|28
30|28101107082|Rytmonorm|39
30|28101107182|Rytmonorm|39
30|28101107682|Betolvex|39
30|28101115082|Ibuprofen "Actavis"|39
30|28101116082|Scopoderm|25
30|28101120682|Sinemet 25/100|39
30|28101121482|Halcion|39
30|28101122082|Condyline|28
30|28101122783|Alk (225) Phleum Pratense|22
30|28101123283|Alk (503) Dermatoph. Pteronys.|22
30|28101124183|Sirdalud|39
30|28101124283|Sirdalud|39
30|28101129383|Anafranil Retard|39
30|28101131083|Tegretol|22
30|28101131883|Veraloc|39
30|28101136383|Madopar "250"|39
30|28101137583|Beconase|27
30|28101139683|Tambocor|39
30|28101139883|Vastarel|39
30|28101140183|Actrapid|13
30|28101140383|Insulatard|13
30|28101140683|Noritren|39
30|28101143283|Eldepryl|39
30|28101144983|Fortum|11
30|28101145783|Adalat|39
30|28101145883|Lopid|19
30|28101162183|Morfin "DAK"|39
30|28101162283|Metadon "DAK"|39
30|28101164183|Contalgin|39
30|28101167883|Antepsin|39
30|28101169483|Emla|29
30|28101169983|Ovestin|44
30|28101170883|Vaxigrip|18
30|28101171883|Pentasa|31
30|28101173183|Delepsine|30
30|28101173483|Nizoral|29
30|28101176884|Kliogest|39
30|28101177584|Cordarone|22
30|28101177684|Cordarone|39
30|28101178984|Actrapid Penfill|13
30|28101180684|Suprefact|22
30|28101181584|Isoptin Retard|39
30|28101181684|Nimotop|22
30|28101181884|Nimotop|39
30|28101182884|Farmorubicin|20
30|28101182984|Farmorubicin|20
30|28101183784|Creon 10.000|19
30|28101183984|Imovane|39
30|28101185584|Sparkal|39
30|28101186784|Pacisyn|39
30|28101187684|Hexaglucon|39
30|28101187784|Hexaglucon|39
30|28101188584|Hexapindol|39
30|28101188684|Hexapindol|39
30|28101189084|Mixtard 30/70|13
30|28101191384|Salazopyrin Entabs|39
30|28101192084|Metronidazol "Actavis"|29
30|28101192884|Optimol|7
30|28101195184|Pergotime|39
30|28101195484|Pinex|5
30|28101195584|Tenoretic Mite|39
30|28101195684|Zantac|39
30|28101196884|Amilco|39
30|28101199184|Spirix|39
30|28101199484|Trimonil Retard|39
30|28101202284|Alopam|39
30|28101203184|Hexalid|39
30|28101203284|Hexalid|39
30|28101203484|Hexalacton|39
30|28101203684|Hexalacton|39
30|28101205785|Imdur|39
30|28101206185|Felden|39
30|28101207185|Baypress|39
30|28101207685|Vancocin|19
30|28101208085|Etalpha|7
30|28101208285|Sinalfa|39
30|28101208785|Metronidazol "DAK"|39
30|28101210985|Mercilon|39
30|28101211385|Betoptic|7
30|28101211585|Minprostin|44
30|28101212585|Fucithalmic|7
30|28101213685|Livial|39
30|28101214185|Oxabenz|39
30|28101218785|Oxapax|39
30|28101218885|Brentacort|29
30|28101219085|Vepesid|19
30|28101219685|Cardil|39
30|28101219985|Doloproct|29
30|28101220085|Doloproct|30
30|28101222785|Trimonil Retard|39
30|28101225785|Spektramox|39
30|28101226485|Selo-zok|39
30|28101226585|Selo-zok|39
30|28101227785|Cisordinol-Acutard|22
30|28101229085|Fucicort|29
30|28101229985|Minirin|27
30|28101230185|Diane Mite|39
30|28101230985|Atrovent|1
30|28101233785|Felden|29
30|28101249885|Alk (802) Hvepsegift|22
30|28101250185|Tilcotil|39
30|28101253085|Azatioprin "Mylan"|39
30|28101255886|Tamoxifen "Mylan"|39
30|28101255986|Tamoxifen "Mylan"|39
30|28101257386|Tegretol Retard|39
30|28101257486|Tegretol Retard|39
30|28101258286|Clarityn|39
30|28101260386|Betaserc|39
30|28101261486|Zoladex|14
30|28101262686|Sinalfa|39
30|28101262786|Sinalfa|39
30|28101263186|Vivotif|19
30|28101263286|Mucolysin|5
30|28101265486|Selo-zok|39
30|28101267686|Humulin NPH|13
30|28101267786|Humulin Regular|13
30|28101270586|Cilest|39
30|28101271286|Bonyl|39
30|28101271386|Bonyl|39
30|28101273586|Diclon|30
30|28101275086|Furix|39
30|28101278686|Baklofen "Mylan"|39
30|28101278786|Baklofen "Mylan"|39
30|28101279286|Panodil|30
30|28101280586|Olbetam|19
30|28101281086|Minirin|39
30|28101281186|Minirin|39
30|28101282986|Bricanyl Turbuhaler|36
30|28101285986|Insulatard Penfill|13
30|28101288386|Uniloc|39
30|28101288486|Uniloc|39
30|28101291087|Hexabotin|39
30|28101291187|Hexabotin|39
30|28101291887|Retrovir|19
30|28101292087|Propal Retard|19
30|28101292187|Minulet|39
30|28101294387|Imurel|39
30|28101295087|Fragmin|22
30|28101297087|Sinemet 12,5/50|39
30|28101298987|Sandostatin|21
30|28101299687|Mesasal|30
30|28101299987|Plendil|39
30|28101300087|Plendil|39
30|28101301487|Asacol|39
30|28101302887|Surlid|39
30|28101304887|Vagifem|43
30|28101305187|Pirom|39
30|28101305287|Pirom|39
30|28101308287|Zyrtec|39
30|28101308487|Cordarone|39
30|28101308787|Madopar Depot|19
30|28101308887|Emthexate|39
30|28101309187|Diflucan|19
30|28101309287|Diflucan|19
30|28101311887|Klexane|18
30|28101312487|Neotigason|19
30|28101312587|Neotigason|19
30|28101314487|Pamol|5
30|28101314887|Deprakine Retard|39
30|28101316587|Skinoren|29
30|28101316787|Elocon|29
30|28101316887|Elocon|29
30|28101317387|Pamol|22
30|28101317587|Pamol|39
30|28101317687|Pamol|30
30|28101317887|Pamol|30
30|28101318387|Eprex|22
30|28101319887|Stilnoct|39
30|28101323088|Deprakine Retard|39
30|28101323488|Sirdalud Retard|19
30|28101324888|Cipramil|39
30|28101324988|Cipramil|39
30|28101325088|Cipramil|39
30|28101327388|Zok-Zid|39
30|28101328288|Proleukin|13
30|28101328488|Atenolol "Orifarm"|39
30|28101328588|Atenolol "Orifarm"|39
30|28101328688|Atenolol "Orifarm"|39
30|28101329088|Airomir Autohaler|27
30|28101331388|Zocor|39
30|28101331488|Zocor|39
30|28101332288|Dalacin|28
30|28101332488|Sinemet Depot|39
30|28101333488|Norvasc|39
30|28101333588|Norvasc|39
30|28101333788|Nizoral|45
30|28101334988|Tenidon|39
30|28101335088|Tenidon Mite|39
30|28101335488|Aurorix|39
30|28101336988|Medrol|39
30|28101337988|Tenormin|39
30|28101339488|Mianserin "Mylan"|39
30|28101339588|Spirocort Turbuhaler|36
30|28101339688|Spirocort Turbuhaler|36
30|28101339888|Diflucan|19
30|28101340488|Xatral|39
30|28101341688|Brufen Retard|39
30|28101342888|Accupro|39
30|28101342988|Accupro|39
30|28101343688|Panodil Junior|30
30|28101344088|Mianserin "Mylan"|39
30|28101344588|Ipren|39
30|28101346488|Benaliv|7
30|28101346788|Etalpha|22
30|28101347188|Zoloft|39
30|28101347288|Zoloft|39
30|28101349889|Lopid|39
30|28101350189|Azatioprin "Mylan"|39
30|28101350389|Madopar "125"|39
30|28101351589|Contalgin|39
30|28101351789|Dipentum|39
30|28101353089|Synarela|27
30|28101353289|Cibacen|39
30|28101354889|Zavedos|20
30|28101354989|Zavedos|20
30|28101355689|Spirocort|1
30|28101355789|Spirocort|1
30|28101355889|Zantac|5
30|28101356689|Erycin|39
30|28101356889|Erycin|22
30|28101358689|Zofran|22
30|28101359689|Targocid|20
30|28101359789|Targocid|20
30|28101360589|Nix|29
30|28101362689|Tamoxifen "Mylan"|39
30|28101362889|Temgesic|32
30|28101363389|Voltaren Rapid|39
30|28101363489|Innohep|22
30|28101363989|Questran Loc|4
30|28101364489|Gentacoll|14
30|28101365289|Furix Retard|19
30|28101365389|Furix Retard|19
30|28101365589|Pentasa|39
30|28101368089|Flixonase|27
30|28101370489|Sabrilex|39
30|28101375789|Bambec|39
30|28101376089|Magnyl "DAK"|39
30|28101376489|Morfin "DAK"|39
30|28101377589|Marvelon 28|39
30|28101377689|Tafil|39
30|28101377789|Sporanox|19
30|28101380189|Doltard|39
30|28101380289|Doltard|39
30|28101380389|Doltard|39
30|28101380489|Doltard|39
30|28101382089|Spirocort Turbuhaler|36
30|28101384089|Klomipramin "Mylan"|39
30|28101384189|Klomipramin "Mylan"|39
30|28101384689|Accupro|39
30|28101385589|Bromam|39
30|28101389389|Seroxat|39
30|28101389689|Clarityn|22
30|28101390289|Lamictal|39
30|28101390389|Lamictal|39
30|28101390489|Lamictal|39
30|28101394190|Klacid|39
30|28101394390|Pentasa|30
30|28101397090|Imodium|39
30|28101397390|Adalat Oros|39
30|28101397490|Adalat Oros|39
30|28101397890|Uniloc|39
30|28101398890|Aerobec Autohaler|27
30|28101399190|Daivonex|29
30|28101401390|Elocon|28
30|28101403590|Lomir Retard|19
30|28101405790|Nicotinell|25
30|28101406290|Eldepryl|39
30|28101406590|Dogmatil|39
30|28101406790|Treo Citrus|5
30|28101407290|Optimol Ukonserveret|7
30|28101408390|Zitromax|22
30|28101409690|Lamisil|29
30|28101409790|Lamisil|39
30|28101409890|Lamisil|39
30|28101410090|Loceryl|29
30|28101410890|Vibradox|39
30|28101410990|Vibradox|39
30|28101411390|Imigran|6
30|28101412090|Zantac|5
30|28101415990|Actilyse|22
30|28101417690|Suprecur|27
30|28101420890|Creon 25.000|19
30|28101421190|Sinemet Depot Mite|39
30|28101421390|Alprazolam "Pfizer"|39
30|28101421490|Alprazolam "Pfizer"|39
30|28101421590|Imukin|22
30|28101422290|Voltaren Retard|39
30|28101424491|Trinordiol|39
30|28101425491|Diflucan|22
30|28101426191|Orap|39
30|28101426591|Anafranil Retard|39
30|28101430691|Tazocin|22
30|28101431491|Rhinocort Turbuhaler|36
30|28101432191|Bromam|39
30|28101434291|Isodur|19
30|28101435591|Desferal|20
30|28101439891|Dostinex|39
30|28101439991|Triatec|39
30|28101440091|Triatec|39
30|28101440191|Triatec|39
30|28101440591|Corodil|39
30|28101440691|Corodil|39
30|28101440791|Corodil|39
30|28101442391|Mepronet|39
30|28101442491|Mepronet|39
30|28101445291|Angicor|39
30|28101445391|Angicor|39
30|28101447591|Marcoumar|39
30|28101448091|Parlodel|39
30|28101449191|Contalgin|39
30|28101451191|Emla|25
30|28101451491|Proscar|39
30|28101454291|Propal Retard|19
30|28101454591|Dalacin|19
30|28101458691|Dysport|9
30|28101460791|Mycostatin|22
30|28101461291|Ovestin|39
30|28101462391|Nobligan|19
30|28101462491|Nobligan|7
30|28101462991|Plendil|39
30|28101463091|Alprazolam "Pfizer"|39
30|28101464391|Medrol|39
30|28101464491|Medrol|39
30|28101464891|AmBisome|20
30|28101465291|Relifex|39
30|28101465491|Genotropin|20
30|28101468191|Tolmin|39
30|28101468291|Tolmin|39
30|28101470091|Orfiril Retard|39
30|28101473991|Typhim VI|6
30|28101475191|Tambocor|39
30|28101476991|Evorel|25
30|28101477991|Betoptic S|7
30|28101478491|Zyrtec|22
30|28101479091|Lamictal|39
30|28101488192|Mirena|33
30|28101492390|Surlid|39
30|28101492592|Bricanyl Turbuhaler|36
30|28101493892|Odrik|19
30|28101493992|Odrik|19
30|28101495392|Imdur|39
30|28101495492|Atenodan|39
30|28101495592|Atenodan|39
30|28101495692|Atenodan|39
30|28101495792|Granocyte|21
30|28101496092|Lecrolyn|7
30|28101497592|Berodual|1
30|28101497692|Risperdal|39
30|28101497792|Risperdal|39
30|28101497892|Risperdal|39
30|28101497992|Risperdal|39
30|28101498292|Flixotide|27
30|28101498392|Flixotide|27
30|28101498492|Flixotide|27
30|28101503492|Curosurf|22
30|28101503692|Locoid Crelo|28
30|28101504992|Locoid|28
30|28101507192|Ciloxan|7
30|28101508492|Estring|42
30|28101515692|Calcium-Sandoz|5
30|28101517192|Captopril "Mylan"|39
30|28101517292|Captopril "Mylan"|39
30|28101517392|Captopril "Mylan"|39
30|28101519092|Synerpril|39
30|28101519192|Zovir|22
30|28101519292|Zovir|22
30|28101519392|Zovir|39
30|28101519492|Zovir|39
30|28101519592|Zovir|39
30|28101522492|Kreon 10.000|19
30|28101524792|Pancillin|39
30|28101524892|Pancillin|39
30|28101524992|Pancillin|39
30|28101525292|Bactroban Nasal|29
30|28101527692|Lescol|19
30|28101527792|Lescol|19
30|28101527892|Arthrotec|39
30|28101528092|Regaine Forte|28
30|28101528292|Voltaren Ophtha|7
30|28101528892|Imacillin|39
30|28101528992|Imacillin|39
30|28101529092|Imacillin|39
30|28101529192|Imacillin|39
30|28101529592|Cyclophosphamid "Orifarm"|20
30|28101530892|Lioresal|21
30|28101533892|Daivonex|29
30|28101534592|Timacar Depot|7
30|28101535292|Metocar|39
30|28101535392|Metocar|39
30|28101538293|Klacid|22
30|28101541593|Zovir|29
30|28101541993|Zovir|35
30|28101542392|Alprazolam "Mylan"|39
30|28101542492|Alprazolam "Mylan"|39
30|28101542592|Alprazolam "Mylan"|39
30|28101542993|Colitofalk|30
30|28101545193|Durogesic|25
30|28101545293|Durogesic|25
30|28101545393|Durogesic|25
30|28101545493|Durogesic|25
30|28101546293|Pulmozyme|1
30|28101548693|Ranitidin "Mylan"|39
30|28101548793|Ranitidin "Mylan"|39
30|28101552793|Klacid|39
30|28101554193|Dalacin|2
30|28101555293|Viscotears|7
30|28101555493|Cyklokapron|5
30|28101557193|Iomeron|22
30|28101557293|Iomeron|22
30|28101560293|Diproderm|29
30|28101560693|Diprosalic|29
30|28101564393|Innohep|22
30|28101564593|Sotalol "Mylan"|39
30|28101564693|Sotalol "Mylan"|39
30|28101565493|Havrix|18
30|28101566193|Esmeron|22
30|28101567393|Diclodan|30
30|28101567493|Diclodan|30
30|28101568093|Isoptin Retard|39
30|28101568193|Isoptin Retard|39
30|28101569793|Nimotop|39
30|28101570393|Humatrope|20
30|28101572693|Mianserin "Mylan"|39
30|28101572793|Selegilin "Mylan"|39
30|28101572893|Selegilin "Mylan"|39
30|28101575293|Tilavist|7
30|28101575493|Acular|7
30|28101575893|Aurorix|39
30|28101576593|Foradil|16
30|28101577993|Estrogel|26
30|28101578493|Xefo|39
30|28101578593|Xefo|39
30|28101579693|Dicillin|19
30|28101579793|Dicillin|19
30|28101580493|Sandimmun Neoral|19
30|28101580593|Sandimmun Neoral|19
30|28101580693|Sandimmun Neoral|19
30|28101580793|Sandimmun Neoral|22
30|28101582593|Tafil Retard|39
30|28101582693|Tafil Retard|39
30|28101582793|Tafil Retard|39
30|28101583093|Lamictal|39
30|28101583193|Lamictal|39
30|28101583293|Lamictal|39
30|28101584493|Cozaar|39
30|28101585794|Evorel|25
30|28101585894|Evorel|25
30|28101591094|Trusopt|7
30|28101592894|Fleet Klar-til-brug|31
30|28101594194|Mini-Pe|39
30|28101595194|Kestine|39
30|28101595394|ReoPro|22
30|28101596894|Serevent|36
30|28101598794|Pinex Retard|39
30|28101599894|Asacol|30
30|28101651085|Sulfametizol "Alternova"|39
30|28101663194|Gemzar|20
30|28101663294|Atrovent|27
30|28101665194|Betaferon|22
30|28101666294|Navelbine|20
30|28101666494|Burinex|39
30|28101666594|Vancomycin "Xellia"|19
30|28101666694|Vancomycin "Xellia"|19
30|28101671394|Imacillin|39
30|28101673694|Omnic|19
30|28101674394|Panodil|39
30|28101674594|Hjerdyl|39
30|28101677894|Prograf|19
30|28101677994|Prograf|19
30|28101680194|Zelitrex|39
30|28101682694|Flixotide|36
30|28101682794|Flixotide|36
30|28101682894|Flixotide|36
30|28101688294|Amaryl|39
30|28101688394|Amaryl|39
30|28101688494|Amaryl|39
30|28101688594|Amaryl|39
30|28101689294|OxyContin|39
30|28101689394|OxyContin|39
30|28101689494|OxyContin|39
30|28101689594|Pentasa Sachet|4
30|28101689794|Amoxicillin "Mylan"|39
30|28101693594|Harmonet|39
30|28101696494|Oramorph|7
30|28101696594|Oramorph|22
30|28101697294|Airomir|27
30|28101698894|Famvir|39
30|28101699994|Cerubidin|20
30|28101700794|Modiodal|39
30|28101705794|Sotalol "Actavis"|39
30|28101705894|Sotalol "Actavis"|39
30|28101705994|Sandostatin Lar|12
30|28101706794|Crinone|2
30|28101708094|Cellcept|19
30|28101708194|Cellcept|39
30|28101709194|Dotarem|22
30|28101709294|Zoladex|14
30|28101713294|Redap|29
30|28101716794|Caelyx|22
30|28101716994|Entocort|19
30|28101719494|Tolmin|39
30|28101719594|Zocor|39
30|28101725194|Malfin|39
30|28101725294|Malfin|39
30|28101725394|Malfin|39
30|28101725494|Malfin|39
30|28101726794|Topimax|39
30|28101726894|Topimax|39
30|28101726994|Topimax|39
30|28101727094|Topimax|39
30|28101727794|Imozop|39
30|28101728894|Buventol Easyhaler|36
30|28101729994|Pulmicort Turbuhaler|36
30|28101735194|Diproderm|29
30|28101737494|Tetralysal|19
30|28101740094|Mycostatin|22
30|28101741995|Profamid|39
30|28101743495|Anafranil Retard|39
30|28101744995|Todolac|39
30|28101745095|Todolac|39
30|28101746195|Estrofem|39
30|28101748495|Androcur|39
30|28101750795|Evorel|25
30|28101752195|Arimidex|39
30|28101753495|Fragmin|22
30|28101753595|Cozaar Comp.|39
30|28101753895|Imigran|6
30|28101754395|Campral|39
30|28101755595|Avonex|6
30|28101755695|Natrilix Retard|39
30|28101756595|Innohep|22
30|28101757095|Risperdal|20
30|28101758795|Pentasa|39
30|28101759495|Aspirin Kardio|39
30|28101760095|Zofran|22
30|28101760195|Zofran|30
30|28101760595|Delepsine Retard|39
30|28101760695|Delepsine Retard|39
30|28101765295|Rapilysin|9
30|28101766795|Rilutek|39
30|28101774595|Combivent|1
30|28101775295|Dipeptiven|22
30|28101775495|Nicotinell Fruit|40
30|28101775595|Nicotinell Fruit|40
30|28101775695|Nicotinell Mint|40
30|28101775795|Nicotinell Mint|40
30|28101776195|Twinrix Voksen|18
30|28101776995|Epivir|39
30|28101778295|Deprakine|39
30|28101778395|Deprakine|39
30|28101781895|Innohep|22
30|28101783595|Zyprexa|39
30|28101783695|Zyprexa|39
30|28101783795|Zyprexa|39
30|28101783895|Zyprexa|39
30|28101785695|Ventoline|36
30|28101792495|Selegilin "Generics"|39
30|28101795195|Lamictal|39
30|28101795295|Lamictal|39
30|28101796395|Zantac|5
30|28101796595|Fontex|39
30|28101801396|Hycamtin|20
30|28101801896|Klacid|22
30|28101802496|Sepan|39
30|28101805996|Glypressin|12
30|28101806996|Fluoxetin "Mylan"|19
30|28101807196|Cabaser|39
30|28101807296|Cabaser|39
30|28101808696|Divina|39
30|28101809996|Dolol|19
30|28101813296|Tasmar|39
30|28101813496|Aldara|29
30|28101818296|Captopril "Stada"|39
30|28101818396|Captopril "Stada"|39
30|28101818496|Captopril "Stada"|39
30|28101818896|Myambutol|39
30|28101818996|Calcichew-D3 Forte|41
30|28101820696|Ovestin|44
30|28101821596|Norit Carbomix|10
30|28101823396|Tradolan|39
30|28101825796|Sifrol|39
30|28101825896|Sifrol|39
30|28101825996|Sifrol|39
30|28101826196|Sifrol|39
30|28101826996|Mirapexin|39
30|28101827096|Mirapexin|39
30|28101827196|Mirapexin|39
30|28101827396|Mirapexin|39
30|28101828596|Fucidin-Hydrocortison|29
30|28101828996|Ultiva|21
30|28101829096|Ultiva|21
30|28101829196|Ultiva|21
30|28101831196|Serdolect|39
30|28101831396|Serdolect|39
30|28101831496|Serdolect|39
30|28101831596|Serdolect|39
30|28101832496|Orfiril Long|19
30|28101832596|Orfiril Long|19
30|28101836296|Imigran|27
30|28101836396|Imigran|27
30|28101836696|Requip|39
30|28101836796|Requip|39
