drugid|pname|enhed_e|enhed_f|kode|iteration|type|mapning|tekst
28100435763|Provera|tablet|tabletter||28|N daglig|dag 1: 1 dag 2: 1 dag 3: 1 dag 4: 1 dag 5: 1 dag 6: 1 dag 7: 1 dag 8: 1 dag 9: 1 dag 10: 1|optimalt fra 15.-24. cyklusdag
28100435763|Provera|tablet|tabletter||28|N daglig|dag 1: 2 dag 2: 2 dag 3: 2 dag 4: 2 dag 5: 2 dag 6: 2 dag 7: 2 dag 8: 2 dag 9: 2 dag 10: 2|optimalt fra 15.-24. cyklusdag
28100439163|Noritren|tablet|tabletter||.| | | 
28100439163|Noritren|tablet|tabletter||1|N daglig|2| 
28100439163|Noritren|tablet|tabletter||1|N daglig|1| 
28100439163|Noritren|tablet|tabletter||1|N daglig|3| 
28100445563|Lysantin|tablet|tabletter||.| | | 
28100445563|Lysantin|tablet|tabletter||1|N daglig|2;2| 
28100445563|Lysantin|tablet|tabletter||1|N daglig|1;1| 
28100454364|Tegretol|tablet|tabletter||.| | | 
28100454364|Tegretol|tablet|tabletter||1|N daglig|2;2| 
28100454364|Tegretol|tablet|tabletter||1|N daglig|1;1| 
28100454364|Tegretol|tablet|tabletter||1|N daglig|1;1;1| 
28100454364|Tegretol|tablet|tabletter||1|N daglig|2;2;2| 
28100454364|Tegretol|tablet|tabletter||1|N daglig|3;3;3| 
28100457064|Betnovat|påsmøring|påsmøringer||.| | | 
28100457064|Betnovat|påsmøring|påsmøringer||1|N daglig|1;1;1| 
28100457064|Betnovat|påsmøring|påsmøringer||1|N daglig|1;1| 
28100457064|Betnovat|påsmøring|påsmøringer||1|N daglig|1| 
28100457064|Betnovat|påsmøring|påsmøringer||0|PN|1| 
28100466264|Calcium-Sandoz|brusetablet|brusetabletter||.| | | 
28100466264|Calcium-Sandoz|brusetablet|brusetabletter||1|N daglig|1;1| 
28100466264|Calcium-Sandoz|brusetablet|brusetabletter||1|N daglig|1| 
28100474265|Fucidin|påsmøring|påsmøringer||.| | | 
28100474265|Fucidin|påsmøring|påsmøringer||1|N daglig|1;1;1| 
28100474265|Fucidin|påsmøring|påsmøringer||1|N daglig|1;1| 
28100474265|Fucidin|påsmøring|påsmøringer||.| | | 
28100478565|Stesolid|tablet|tabletter||.| | | 
28100478565|Stesolid|tablet|tabletter||1|N daglig|1;1| 
28100478565|Stesolid|tablet|tabletter||1|N daglig|1| 
28100478565|Stesolid|tablet|tabletter||1|N daglig|1;1;1| 
28100484865|Citanest Dental Octapressin|ml|ml||.| | | 
28100487965|Maxidex|dråbe|dråber||.| | | 
28100487965|Maxidex|dråbe|dråber||1|N daglig|1;1;1|i højre øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|1;1;1|i venstre øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|2;2;2|, 1 i hvert øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|1;1;1;1;1;1|i højre øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|1;1;1;1;1;1|i venstre øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|2;2;2;2;2;2|, 1 i hvert øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|1;1;1;1|i højre øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|1;1;1;1|i venstre øje
28100487965|Maxidex|dråbe|dråber||1|N daglig|2;2;2;2|, 1 i hvert øje
28100489665|Mucomyst|ml|ml||.| | | 
28100493671|Kaleorid|tablet|tabletter||.| | | 
28100493671|Kaleorid|tablet|tabletter||1|M+M+A+N|2+0+2| 
28100493671|Kaleorid|tablet|tabletter||1|M+M+A+N|1+0+1| 
28100493671|Kaleorid|tablet|tabletter||1|N daglig|2| 
28100493671|Kaleorid|tablet|tabletter||1|N daglig|1| 
28100493671|Kaleorid|tablet|tabletter||1|M+M+A+N|1+1+1| 
28100493671|Kaleorid|tablet|tabletter||1|M+M+A+N|2+2+2| 
28100503566|Kenalog|ml|ml||.| | | 
28100508966|Solu-cortef|mg|mg||.| | | 
28100520967|Imurel|tablet|tabletter||.| | | 
28100520967|Imurel|tablet|tabletter||1|N daglig|1;1| 
28100520967|Imurel|tablet|tabletter||1|N daglig|1;1;1;1| 
28100520967|Imurel|tablet|tabletter||1|N daglig|1;1;1| 
28100520967|Imurel|tablet|tabletter||1|N daglig|2;2;2| 
28100526567|Tavegyl|tablet|tabletter||1|N daglig|1;1| 
28100526567|Tavegyl|tablet|tabletter||1|N daglig|0.5;0.5| 
28100528167|Nozinan|tablet|tabletter||.| | | 
28100528167|Nozinan|tablet|tabletter||1|N daglig|1;1| 
28100528167|Nozinan|tablet|tabletter||1|N daglig|1;1;1| 
28100533567|Metronidazol "Actavis"|tablet|tabletter||.| | | 
28100533567|Metronidazol "Actavis"|tablet|tabletter||1|N daglig|2;2| 
28100533567|Metronidazol "Actavis"|tablet|tabletter||1|N daglig|1;1| 
28100533567|Metronidazol "Actavis"|tablet|tabletter||1|N daglig|1;1;1| 
28100533567|Metronidazol "Actavis"|tablet|tabletter||1|N daglig|2;2;2| 
28100533567|Metronidazol "Actavis"|tablet|tabletter||1|N daglig|3;3;3| 
28100542968|Primperan|ml|ml||.| | | 
28100552969|Tetralysal|kapsel|kapsler||.| | | 
28100552969|Tetralysal|kapsel|kapsler||.| | | 
28100552969|Tetralysal|kapsel|kapsler||1|N daglig|1;1| 
28100552969|Tetralysal|kapsel|kapsler||1|N daglig|1| 
28100552969|Tetralysal|kapsel|kapsler||1|N daglig|1;1|til et måltid
28100552969|Tetralysal|kapsel|kapsler||1|N daglig|1|til et måltid
28100559669|Ventoline|pust|pust||0|PN|2|ved anfald
28100559669|Ventoline|pust|pust||0|PN|1|ved anfald
28100559669|Ventoline|pust|pust||0|PN|1|før anstrengelse
28100559669|Ventoline|pust|pust||0|PN|2|før anstrengelse
28100565569|Flagyl|vagitorie|vagitorier||1|N daglig|1|i skeden
28100571370|Tavegyl|ampul|ampuller||.| | | 
28100573870|Rimactan|kapsel|kapsler||1|N daglig|1| 
28100573870|Rimactan|kapsel|kapsler||1|N daglig|2| 
28100573870|Rimactan|kapsel|kapsler||0|N daglig|dag 1: 1;1 dag 2: 1;1| 
28100573870|Rimactan|kapsel|kapsler||0|N daglig|dag 1: 2;2 dag 2: 2;2| 
28100573870|Rimactan|kapsel|kapsler||1|N daglig|2| 
28100575570|Orap|tablet|tabletter||.| | | 
28100575570|Orap|tablet|tabletter||1|N daglig|2| 
28100575570|Orap|tablet|tabletter||1|N daglig|1| 
28100575570|Orap|tablet|tabletter||0|N daglig|4| 
28100575570|Orap|tablet|tabletter||1|N daglig|2| 
28100575570|Orap|tablet|tabletter||1|N daglig|3| 
28100575670|Orap|tablet|tabletter||.| | | 
28100575670|Orap|tablet|tabletter||1|N daglig|1;1| 
28100575670|Orap|tablet|tabletter||1|N daglig|1| 
28100579370|Temesta|tablet|tabletter||.| | | 
28100579370|Temesta|tablet|tabletter||1|N daglig|1;1| 
28100579370|Temesta|tablet|tabletter||1|N daglig|1| 
28100579370|Temesta|tablet|tabletter||1|N daglig|1;1;1| 
28100582370|Ovestin|tablet|tabletter||.| | | 
28100582370|Ovestin|tablet|tabletter||1|N daglig|2| 
28100582370|Ovestin|tablet|tabletter||1|N daglig|4| 
28100582370|Ovestin|tablet|tabletter||1|N daglig|1| 
28100583070|Apozepam|tablet|tabletter||.| | | 
28100583070|Apozepam|tablet|tabletter||1|N daglig|1;1| 
28100583070|Apozepam|tablet|tabletter||1|N daglig|1| 
28100583070|Apozepam|tablet|tabletter||1|N daglig|1;1;1| 
28100583770|Brentan|påsmøring|påsmøringer||.| | | 
28100583770|Brentan|påsmøring|påsmøringer||1|N daglig|1;1| 
28100583870|Brentan|applikatordosis|applikatordoser||1|N daglig|1| 
28100590071|Dalacin|kapsel|kapsler||.| | | 
28100590071|Dalacin|kapsel|kapsler||.| | | 
28100590071|Dalacin|kapsel|kapsler||1|N daglig|1;1;1| 
28100590071|Dalacin|kapsel|kapsler||1|N daglig|2;2;2| 
28100590071|Dalacin|kapsel|kapsler||1|N daglig|2;2;2;2| 
28100590071|Dalacin|kapsel|kapsler||1|N daglig|1;1;1;1| 
28100594371|Burinex|tablet|tabletter||.| | | 
28100594371|Burinex|tablet|tabletter||1|N daglig|2;2| 
28100594371|Burinex|tablet|tabletter||1|N daglig|1;1| 
28100594371|Burinex|tablet|tabletter||1|N daglig|1| 
28100594371|Burinex|tablet|tabletter||1|N daglig|0.5| 
28100594371|Burinex|tablet|tabletter||1|N daglig|1;1;1| 
28100594371|Burinex|tablet|tabletter||1|N daglig|2;2;2| 
28100599671|Locoid|påsmøring|påsmøringer||.| | | 
28100599671|Locoid|påsmøring|påsmøringer||1|N daglig|1;1| 
28100599671|Locoid|påsmøring|påsmøringer||1|N daglig|1| 
28100599671|Locoid|påsmøring|påsmøringer||.| | | 
28100600571|Ventoline|ml|ml||.| | | 
28100607472|Lioresal|tablet|tabletter||.| | | 
28100607472|Lioresal|tablet|tabletter||1|N daglig|1;1;1| 
28100607472|Lioresal|tablet|tabletter||1|N daglig|2;2;2| 
28100607472|Lioresal|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28100608672|Canesten|vaginaltablet|vaginaltabletter||1|N daglig|1|i skeden
28100608672|Canesten|vaginaltablet|vaginaltabletter||1|N daglig|2|i skeden
28100609972|Betaserc|tablet|tabletter||1|N daglig|1;1;1| 
28100609972|Betaserc|tablet|tabletter||1|N daglig|2;2;2| 
28100611372|Androcur|tablet|tabletter||.| | | 
28100611372|Androcur|tablet|tabletter||1|N daglig|2;2| 
28100611372|Androcur|tablet|tabletter||1|N daglig|1;1| 
28100611372|Androcur|tablet|tabletter||1|N daglig|0.5;0.5| 
28100611372|Androcur|tablet|tabletter||1|N daglig|1;1;1| 
28100611372|Androcur|tablet|tabletter||1|N daglig|2;2;2| 
28100611372|Androcur|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28100612972|Mindiab|tablet|tabletter||.| | | 
28100612972|Mindiab|tablet|tabletter||1|N daglig|2| 
28100612972|Mindiab|tablet|tabletter||1|N daglig|1| 
28100612972|Mindiab|tablet|tabletter||1|N daglig|0.5| 
28100612972|Mindiab|tablet|tabletter||1|N daglig|1.5| 
28100612972|Mindiab|tablet|tabletter||1|N daglig|3| 
28100613272|Solu-medrol|mg|mg||.| | | 
28100613372|Solu-medrol|mg|mg||.| | | 
28100615172|Diproderm|påsmøring|påsmøringer||.| | | 
28100615172|Diproderm|påsmøring|påsmøringer||1|N daglig|1;1;1| 
28100615172|Diproderm|påsmøring|påsmøringer||1|N daglig|1;1| 
28100615172|Diproderm|påsmøring|påsmøringer||1|N daglig|1| 
28100615172|Diproderm|påsmøring|påsmøringer||0|PN|1| 
28100615372|Ventoline|ml|ml||.| | | 
28100615372|Ventoline|ml|ml||1|N daglig|5;5;5;5| 
28100615372|Ventoline|ml|ml||1|N daglig|5;5;5| 
28100615372|Ventoline|ml|ml||1|N daglig|10;10| 
28100615372|Ventoline|ml|ml||1|N daglig|2.5;2.5;2.5| 
28100616672|Serenase|tablet|tabletter||.| | | 
28100616672|Serenase|tablet|tabletter||1|N daglig|1;1;1| 
28100616672|Serenase|tablet|tabletter||1|N daglig|2;2;2| 
28100620972|Abboticin|tablet|tabletter||.| | | 
28100620972|Abboticin|tablet|tabletter||1|N daglig|2;2| 
28100620972|Abboticin|tablet|tabletter||1|N daglig|1;1| 
28100620972|Abboticin|tablet|tabletter||1|N daglig|1;1;1;1| 
28100620972|Abboticin|tablet|tabletter||1|N daglig|1;1;1| 
28100622372|Heracillin|tablet|tabletter||.| | | 
28100622372|Heracillin|tablet|tabletter||1|N daglig|1;1;1| 
28100622372|Heracillin|tablet|tabletter||1|N daglig|2;2;2| 
28100622372|Heracillin|tablet|tabletter||1|N daglig|3;3;3| 
28100622372|Heracillin|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28100627873|Abboticin|ml|ml||.| | | 
28100627873|Abboticin|ml|ml||1|N daglig|10;10| 
28100627873|Abboticin|ml|ml||1|N daglig|5;5| 
28100627873|Abboticin|ml|ml||1|N daglig|5;5;5;5| 
28100627873|Abboticin|ml|ml||1|N daglig|7.5;7.5| 
28100627873|Abboticin|ml|ml||1|N daglig|7.5;7.5;7.5;7.5| 
28100631373|Flagyl|tablet|tabletter||1|N daglig|1;1| 
28100631373|Flagyl|tablet|tabletter||1|N daglig|1;1;1| 
28100631373|Flagyl|tablet|tabletter||1|N daglig|2;2;2| 
28100631373|Flagyl|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28100631373|Flagyl|tablet|tabletter||0|N daglig|5| 
28100631373|Flagyl|tablet|tabletter||0|N daglig|dag 1: 5 dag 3: 5| 
28100631773|Nitoman|tablet|tabletter||.| | | 
28100631773|Nitoman|tablet|tabletter||1|N daglig|1;1;1| 
28100631773|Nitoman|tablet|tabletter||1|N daglig|2;2;2| 
28100631773|Nitoman|tablet|tabletter||1|N daglig|0.5;0.5;0.5| 
28100632573|Dermovat|påsmøring|påsmøringer||.| | | 
28100632573|Dermovat|påsmøring|påsmøringer||1|N daglig|1;1| 
28100632573|Dermovat|påsmøring|påsmøringer||1|N daglig|1| 
28100632673|Dermovat|påsmøring|påsmøringer||.| | | 
28100632673|Dermovat|påsmøring|påsmøringer||1|N daglig|1;1| 
28100632673|Dermovat|påsmøring|påsmøringer||1|N daglig|1| 
28100636073|Panodil|tablet|tabletter||1|M+M+A+N|2+2+2+2| 
28100636073|Panodil|tablet|tabletter||1|M+M+A+N|1+1+1+1| 
28100636073|Panodil|tablet|tabletter||1|PN|1;1;1;1| 
28100636073|Panodil|tablet|tabletter||1|M+M+A+N|1+1+1| 
28100636073|Panodil|tablet|tabletter||1|PN|1;1;1| 
28100636073|Panodil|tablet|tabletter||1|M+M+A+N|2+2+2| 
28100636073|Panodil|tablet|tabletter||1|PN|2;2;2| 
28100636073|Panodil|tablet|tabletter||1|PN|2;2;2;2| 
28100636673|Madopar "125"|kapsel|kapsler||.| | | 
28100636673|Madopar "125"|kapsel|kapsler||1|N daglig|1;1| 
28100636673|Madopar "125"|kapsel|kapsler||1|N daglig|1;1| 
28100636673|Madopar "125"|kapsel|kapsler||1|N daglig|1;1;1| 
28100636673|Madopar "125"|kapsel|kapsler||1|N daglig|1;1;1| 
28100636673|Madopar "125"|kapsel|kapsler||1|N daglig|2;2;2| 
28100636673|Madopar "125"|kapsel|kapsler||1|N daglig|2;2;2| 
28100636673|Madopar "125"|kapsel|kapsler||1|N daglig|1;1;1;1| 
28100636773|Madopar "250"|kapsel|kapsler||.| | | 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1;1| 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1;1;1;1| 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1| 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1;1| 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1| 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1;1;1| 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1;1;1| 
28100636773|Madopar "250"|kapsel|kapsler||1|N daglig|1;1;1;1| 
28100641874|Dalacin|ml|ml||.| | | 
28100643374|Leponex|tablet|tabletter||.| | | 
28100643374|Leponex|tablet|tabletter||1|N daglig|2;2| 
28100643374|Leponex|tablet|tabletter||1|N daglig|1;1| 
28100643374|Leponex|tablet|tabletter||1|N daglig|1| 
28100643374|Leponex|tablet|tabletter||1|N daglig|0.5;0.5| 
28100643374|Leponex|tablet|tabletter||1|N daglig|1;1;1| 
28100643374|Leponex|tablet|tabletter||1|N daglig|1.5;1.5| 
28100643374|Leponex|tablet|tabletter||1|N daglig|1.5;1.5;1.5| 
28100643574|Leponex|tablet|tabletter||.| | | 
28100643574|Leponex|tablet|tabletter||1|N daglig|1;1| 
28100643574|Leponex|tablet|tabletter||1|N daglig|0.5;0.5| 
28100643574|Leponex|tablet|tabletter||1|N daglig|1;1;1| 
28100643574|Leponex|tablet|tabletter||1|N daglig|1.5;1.5| 
28100643574|Leponex|tablet|tabletter||1|N daglig|1.5;1.5;1.5| 
28100645874|Rivotril|tablet|tabletter||.| | | 
28100645874|Rivotril|tablet|tabletter||1|N daglig|2;2;2| 
28100645874|Rivotril|tablet|tabletter||1|N daglig|3;3;3| 
28100645974|Rivotril|tablet|tabletter||.| | | 
28100645974|Rivotril|tablet|tabletter||1|N daglig|1;1;1| 
28100649974|Flamazine|påsmøring|påsmøringer||.| | | 
28100649974|Flamazine|påsmøring|påsmøringer||1|N daglig|1;1| 
28100649974|Flamazine|påsmøring|påsmøringer||1|N daglig|1| 
28100651774|Lexotan|tablet|tabletter||1|N daglig|1;1| 
28100651774|Lexotan|tablet|tabletter||1|N daglig|1| 
28100651774|Lexotan|tablet|tabletter||1|N daglig|0.5;0.5| 
28100651774|Lexotan|tablet|tabletter||1|N daglig|0.5| 
28100651774|Lexotan|tablet|tabletter||1|N daglig|1;1;1| 
28100651874|Lexotan|tablet|tabletter||1|N daglig|1;1| 
28100651874|Lexotan|tablet|tabletter||1|N daglig|1| 
28100651874|Lexotan|tablet|tabletter||1|N daglig|0.5;0.5| 
28100651874|Lexotan|tablet|tabletter||1|N daglig|0.5| 
28100651874|Lexotan|tablet|tabletter||1|N daglig|1;1;1| 
28100656474|Diural|tablet|tabletter||1|M+M+A+N|2+2+0| 
28100656474|Diural|tablet|tabletter||1|M+M+A+N|1+1+0| 
28100656474|Diural|tablet|tabletter||1|N daglig|1| 
28100656474|Diural|tablet|tabletter||1|M+M+A+N|1+1+1| 
28100656474|Diural|tablet|tabletter||1|M+M+A+N|2+2+2| 
28100661375|Solu-medrol|mg|mg||.| | | 
28100665575|Nitrolingual|pust|pust||.| | | 
28100665575|Nitrolingual|pust|pust||0|PN|1|på/under tungen ved smerter
28100665775|Treo|brusetablet|brusetabletter||.| | | 
28100665775|Treo|brusetablet|brusetabletter||1|N daglig|1;1;1| 
28100665775|Treo|brusetablet|brusetabletter||1|N daglig|2;2;2| 
28100665775|Treo|brusetablet|brusetabletter||1|PN|1;1;1;1;1;1;1;1| 
28100665775|Treo|brusetablet|brusetabletter||1|PN|2;2;2;2| 
28100669775|Estrofem|tablet|tabletter||1|N daglig|1| 
28100669775|Estrofem|tablet|tabletter||1|N daglig|0.5| 
28100669975|Trisekvens|tablet|tabletter||1|N daglig|1| 
28100673375|Cisordinol Depot|ml|ml||.| | | 
28100676975|Nitrazepam "DAK"|tablet|tabletter||.| | | 
28100676975|Nitrazepam "DAK"|tablet|tabletter||1|M+M+A+N|0+0+0+1| 
28100676975|Nitrazepam "DAK"|tablet|tabletter||1|M+M+A+N|0+0+0+0.5| 
28100688875|Brentacort|påsmøring|påsmøringer||.| | | 
28100688875|Brentacort|påsmøring|påsmøringer||1|N daglig|1;1| 
28100690976|Tenormin|tablet|tabletter||.| | | 
28100690976|Tenormin|tablet|tabletter||1|N daglig|2| 
28100690976|Tenormin|tablet|tabletter||1|N daglig|1| 
28100690976|Tenormin|tablet|tabletter||1|N daglig|0.5| 
28100691076|Tenormin|tablet|tabletter||.| | | 
28100691076|Tenormin|tablet|tabletter||1|N daglig|1| 
28100691076|Tenormin|tablet|tabletter||1|N daglig|0.5| 
28100695476|Amitriptylin "DAK"|tablet|tabletter||.| | | 
28100695476|Amitriptylin "DAK"|tablet|tabletter||1|N daglig|1;1| 
28100695476|Amitriptylin "DAK"|tablet|tabletter||1|N daglig|1;1;1| 
28100695576|Amitriptylin "DAK"|tablet|tabletter||.| | | 
28100695576|Amitriptylin "DAK"|tablet|tabletter||1|N daglig|1;1| 
28100695576|Amitriptylin "DAK"|tablet|tabletter||1|N daglig|1;1;1| 
28100695576|Amitriptylin "DAK"|tablet|tabletter||1|M+M+A+N|0+0+0+2| 
28100695576|Amitriptylin "DAK"|tablet|tabletter||1|M+M+A+N|0+0+0+3| 
