DrugID|Navn|Ental|Flertal
28101862996|Comtan|tablet|tabletter
28103453202|Benetor|tablet|tabletter
28103666404|Corlentor|tablet|tabletter
28103815105|Benetor Comp.|tablet|tabletter
28104287608|Movinella|tablet|tabletter
28104287708|Movinella|tablet|tabletter
28104658510|Zolpidem "Vitabalans"|tablet|tabletter
28104712210|Valcyte|tablet|tabletter
28104738810|Ibuprofen "Alternova"|tablet|tabletter
28104865310|Incivo|tablet|tabletter
28104869011|Desloratadine "ratiopharm"|tablet|tabletter
28105252513|Valaciclovir "Orifarm"|tablet|tabletter
28105406014|Amoxicillin/clavulan. Copharma|tablet|tabletter
28105410614|Sertralin "Copharma"|tablet|tabletter
28101836696|Requip|tablet|tabletter
28101836796|Requip|tablet|tabletter
28101836896|Requip|tablet|tabletter
28101836996|Requip|tablet|tabletter
28101837096|Requip|tablet|tabletter
28101893097|Famvir|tablet|tabletter
28103045298|Zofenil|tablet|tabletter
28103134300|Cetirizin "Orifarm"|tablet|tabletter
28103217100|Vepicombin Novum|tablet|tabletter
28103217200|Vepicombin Novum|tablet|tabletter
28103307301|Diclofenac Rapid "Actavis"|tablet|tabletter
28103308401|Diclon Rapid|tablet|tabletter
28103649504|Clarithromycin "Hexal"|tablet|tabletter
28103668504|Nefoxef|tablet|tabletter
28103857805|Losartankalium "Actavis"|tablet|tabletter
28104043906|Ropinirol "Mylan"|tablet|tabletter
28104097307|Ropinirol "Stada"|tablet|tabletter
28104097507|Ropinirol "Stada"|tablet|tabletter
28104251907|Irbesartan "Actavis"|tablet|tabletter
28104252070|Irbesartan "Actavis"|tablet|tabletter
28104257607|Riluzol "Actavis"|tablet|tabletter
28104284608|Irbesartan "Sandoz"|tablet|tabletter
28104284708|Irbesartan "Sandoz"|tablet|tabletter
28104293708|Olanzapin "Actavis"|tablet|tabletter
28104352308|Metformin "Orifarm"|tablet|tabletter
28104362508|Olanzapin "Accord"|tablet|tabletter
28104362908|Olanzapin "Accord"|tablet|tabletter
28104363408|Levocetirizindihydrochl. Stada|tablet|tabletter
28104366108|Metformin "Bluefish"|tablet|tabletter
28104366208|Metformin "Bluefish"|tablet|tabletter
28104434508|Levocetirizin "Glenmark"|tablet|tabletter
28104443708|Valsavil HCT|tablet|tabletter
28104448808|Montelukast "Actavis"|tablet|tabletter
28104458108|Donepezilhydrochlorid Actavis|tablet|tabletter
28104458208|Donepezilhydrochlorid Actavis|tablet|tabletter
28104495709|Irbesartan "STADA"|tablet|tabletter
28104495809|Irbesartan "STADA"|tablet|tabletter
28104508609|Montelukast "Stada"|tablet|tabletter
28104513109|Azithromycin "Mylan"|tablet|tabletter
28104538909|Fludara|tablet|tabletter
28104548709|Crestor|tablet|tabletter
28104563009|Vesicare|tablet|tabletter
28104595209|Trobalt|tablet|tabletter
28104595309|Trobalt|tablet|tabletter
28104595509|Trobalt|tablet|tabletter
28104595609|Trobalt|tablet|tabletter
28104618109|Losartan/HClthiazide "Teva"|tablet|tabletter
28104629410|Plaquenil|tablet|tabletter
28104756810|Valsartan/HClthiazid "Actavis"|tablet|tabletter
28104765310|Montelukast "Accord"|tablet|tabletter
28104780310|Levetiracetam "Actavis"|tablet|tabletter
28104780410|Levetiracetam "Actavis"|tablet|tabletter
28104780610|Levetiracetam "Actavis"|tablet|tabletter
28104784110|Levetiracetam "Teva"|tablet|tabletter
28104784210|Levetiracetam "Teva"|tablet|tabletter
28104803810|Losartanka./HClthiazid Actavis|tablet|tabletter
28104873011|Quetiapin "Orion"|tablet|tabletter
28104948611|Atorvastatin "Actavis"|tablet|tabletter
28105120112|Memantine "LEK"|tablet|tabletter
28104248507|Xamiol|påsmøring|påsmøringer
28105052712|Implanon NXT|implantat|implantater
28104664310|Zyvoxid|ml|ml
28104491209|Assieme Turbohaler|sug|sug
28104639710|Symbicort Forte Turbuhaler|sug|sug
28103226101|Pulmicort Turbuhaler|sug|sug
28104197107|Symbicort Forte Turbohaler|sug|sug
28104491309|Assieme forte Turbohaler|sug|sug
28104662210|Symbicort Turbuhaler|sug|sug
28104787710|Sinestic Forte|sug|sug
28103335601|Seretide|sug|sug
28104757610|Seretide Diskus|sug|sug
28104691610|Flixotide|pust|pust
28105051512|Flixotide|pust|pust
28105144512|Flixotide|pust|pust
28104565509|Duovent|ampul|ampuller
28104923111|TOBI|ampul|ampuller
28104648510|ReoPro|ml|ml
28104113007|Imukin|ml|ml
28105238013|Suprefact|ml|ml
28105365214|Epipen|injektionspen|injektionspenne
28103228101|Pegasys|mikrogram|mikrogram
28103228201|Pegasys|mikrogram|mikrogram
28104933711|Triamcinolonacetonid EuroPharm|ml|ml
28105105912|Diprofos Depot|ml|ml
28105158912|Mirena|spiral|spiraler
28104739110|Duagen|kapsel|kapsler
28104895211|Duagen|kapsel|kapsler
28101527692|Lescol|kapsel|kapsler
28101527792|Lescol|kapsel|kapsler
28103207600|Gabapentin "Actavis"|kapsel|kapsler
28104118607|Fluconazol "Bluefish"|kapsel|kapsler
28104118707|Fluconazol "Bluefish"|kapsel|kapsler
28104118807|Fluconazol "Bluefish"|kapsel|kapsler
28104533409|Rivastigmine "Sandoz"|kapsel|kapsler
28104709410|Rivastigmine "Actavis"|kapsel|kapsler
28104709510|Rivastigmine "Actavis"|kapsel|kapsler
28104909511|Ziprasidone "Sandoz"|kapsel|kapsler
28103122812|Diclin|kapsel|kapsler
28103122912|Diclin|kapsel|kapsler
28104822610|Victrelis|kapsel|kapsler
28104886611|Beacita|kapsel|kapsler
28104886711|Beacita|kapsel|kapsler
28104965911|Tramadol "Aurobindo"|kapsel|kapsler
28104992811|Strattera|kapsel|kapsler
28104460708|Taxotere|ml|ml
28103642504|Nicotinell Classic|tyggegummi|tyggegummier
28105231913|Flixonase|ampul|ampuller
28103015598|Desmopressin "Actavis"|pust|pust
28104208107|Desmopressin "2care4"|pust|pust
28105078112|Desmopressin "Copyfarm"|pust|pust
28104512109|Nasonex|pust|pust
28105041012|Fluticasonpropionat "2care4"|pust|pust
28103118399|SonoVue|ml|ml
28101755595|Avonex|dosis|doser
28104330908|Solu-Medrol|mg|mg
28104352608|Solu-Medrol|mg|mg
28104697710|Eligard|injektionssprøjte|injektionssprøjter
28104697810|Eligard|injektionssprøjte|injektionssprøjter
28103074299|Klacid|mg|mg
28103220901|Fungizone|mg|mg
28104539509|Klaricid|mg|mg
28104933211|Fungizone|mg|mg
28105255013|Entyvio|ml|ml
28104017006|Promixin|hætteglas|hætteglas
28104656410|Questran|brev|breve
28105022212|Pentasa|rektaltube|rektaltuber
28104733310|Buprenorphine "Teva"|resoriblet|resoribletter
28104675110|Rizatriptan "Mylan"|tablet|tabletter
28104224407|Mirtazapin "Bluefish"|tablet|tabletter
28105052112|Ondansetron "2care4"|tablet|tabletter
28103599603|Pentasa|rektal stikpille|rektale stikpiller
28101299687|Mesasal|rektal stikpille|rektale stikpiller
28104596009|Imigran|rektal stikpille|rektale stikpiller
28101328688|Atenolol "Orifarm"|tablet|tabletter
28104402908|Sildenafil "Sandoz"|tablet|tabletter
28104403008|Sildenafil "Sandoz"|tablet|tabletter
28104403208|Sildenafil "Sandoz"|tablet|tabletter
28104410708|Repaglinid "Teva"|tablet|tabletter
28104410808|Repaglinid "Teva"|tablet|tabletter
28104410908|Repaglinid "Teva"|tablet|tabletter
28104484009|Kandrozid|tablet|tabletter
28104484109|Kandrozid|tablet|tabletter
28104814010|Pramipexole "Accord"|tablet|tabletter
28104938511|Nicorandil "Double-E Pharma"|tablet|tabletter
28104938611|Nicorandil "Double-E Pharma"|tablet|tabletter
28105041812|Irbesartan "Aurobindo"|tablet|tabletter
28105041912|Irbesartan "Aurobindo"|tablet|tabletter
28105218213|Tizanidin "EuroPharma"|tablet|tabletter
28105236513|Ovestin|tablet|tabletter
28105246513|Cabergolin "2care4"|tablet|tabletter
28105409214|Flecainid "Copharma"|tablet|tabletter
28100420262|Florinef|tablet|tabletter
28101397890|Uniloc|tablet|tabletter
28101426191|Orap|tablet|tabletter
28101440691|Corodil|tablet|tabletter
28101440791|Corodil|tablet|tabletter
28103243901|Amoxic/clavulansyre "Actavis"|tablet|tabletter
28103394102|Lisinopril/HClthiazid "Sandoz"|tablet|tabletter
28103394302|Lisinopril/thiazid "Sandoz"|tablet|tabletter
28103427202|Ramipril "Orifarm"|tablet|tabletter
28103427402|Ramipril "Orifarm"|tablet|tabletter
28103495903|Lamotrigin "Orifarm"|tablet|tabletter
28103496103|Lamotrigin "Orifarm"|tablet|tabletter
28103576803|Amlopharm|tablet|tabletter
28103722204|Lamotrigin "1A Farma"|tablet|tabletter
28103871105|Lamotrigin "Teva"|tablet|tabletter
28104059406|Lamotrigin "BMM Pharma"|tablet|tabletter
28104221707|Lamotrigin "Aurobindo"|tablet|tabletter
28104221807|Lamotrigin "Aurobindo"|tablet|tabletter
28104226807|Pramipexol "Stada"|tablet|tabletter
28104240707|Glimepirid "Bluefish"|tablet|tabletter
28104240807|Glimepirid "Bluefish"|tablet|tabletter
28104240907|Glimepirid "Bluefish"|tablet|tabletter
28104241007|Glimepirid "Bluefish"|tablet|tabletter
28104254707|Derinik|tablet|tabletter
28104385408|Enalapril "Vitabalans"|tablet|tabletter
28104399808|Pramipexol "Bluefish"|tablet|tabletter
28104425608|Ramipril "Aurobindo"|tablet|tabletter
28104625209|Candesartancilexetil "Actavis"|tablet|tabletter
28104625309|Candesartancilexetil "Actavis"|tablet|tabletter
28104625409|Candesartancilexetil "Actavis"|tablet|tabletter
28104625509|Candesartancilexetil "Actavis"|tablet|tabletter
28104625609|Candesartan/HClthiazid Actavis|tablet|tabletter
28104625709|Candesartan/HClthiazid Actavis|tablet|tabletter
28104691210|Ikorel|tablet|tabletter
28104852211|Desloratadin "Glenmark"|tablet|tabletter
28104935211|Betaserc|tablet|tabletter
28104996011|Betahistindihydrochl."2care4"|tablet|tabletter
28105017612|Arthrotec Forte|tablet|tabletter
28105010311|Gliclazid "Krka"|tablet|tabletter
28105034312|Fosrenol|tyggetablet|tyggetabletter
28104508509|Montelukast "Stada"|tyggetablet|tyggetabletter
28104520909|Latanoprost "Actavis"|dråbe|dråber
28104541009|Arzolamid|dråbe|dråber
28104544809|Tirzopt|dråbe|dråber
28105178512|Tobradex|dråbe|dråber
28100123253|Marcoumar|tablet|tabletter
28100123355|Mestinon|tablet|tabletter
28100157755|Abboticin|tablet|tabletter
28100597871|Anafranil|tablet|tabletter
28100613872|Semap|tablet|tabletter
28100619272|Fluanxol|tablet|tabletter
28100636473|Diproderm|påføring|påføringer
28100636573|Diproderm|påsmøring|påsmøringer
28100656374|Diural|tablet|tabletter
28100656574|Diural|tablet|tabletter
28100664775|Bisolvon|ml|ml
28100668975|Brufen|tablet|tabletter
28100671875|Bisolvon|tablet|tabletter
28100673175|Parlodel|tablet|tabletter
28100698876|Diprosalic|påsmøring|påsmøringer
28100843083|Sesal|dråbe|dråber
28100900276|Voltaren|tablet|tabletter
28100972864|Fluanxol Mite|tablet|tabletter
28100972964|Fluanxol Mite|tablet|tabletter
28100980378|Metronidazol "Actavis"|rektal stikpille|rektale stikpiller
28100991168|Cyklokapron|tablet|tabletter
28100993978|Lasix Retard|kapsel|kapsler
28100998578|Mindiab|tablet|tabletter
28101028679|Diural|tablet|tabletter
28101041380|Panodil|rektal stikpille|rektale stikpiller
28101099982|Parlodel|kapsel|kapsler
28101124183|Sirdalud|tablet|tabletter
28101124283|Sirdalud|tablet|tabletter
28101129383|Anafranil Retard|tablet|tabletter
28101140183|Actrapid|IE|IE
28101140383|Insulatard|IE|IE
28101178984|Actrapid Penfill|IE|IE
28101182884|Farmorubicin|mg|mg
28101182984|Farmorubicin|mg|mg
28101188684|Hexapindol|tablet|tabletter
28101189084|Mixtard 30/70|IE|IE
28101195684|Zantac|tablet|tabletter
28101202284|Alopam|tablet|tabletter
28101206185|Felden|tablet|tabletter
28101225785|Spektramox|tablet|tabletter
28101250185|Tilcotil|tablet|tabletter
28101262686|Sinalfa|tablet|tabletter
28101279286|Panodil|rektal stikpille|rektale stikpiller
28101281086|Minirin|tablet|tabletter
28101281186|Minirin|tablet|tabletter
28101285986|Insulatard Penfill|IE|IE
28101304887|Vagifem|vaginaltablet|vaginaltabletter
28101309187|Diflucan|kapsel|kapsler
28101309287|Diflucan|kapsel|kapsler
28101331388|Zocor|tablet|tabletter
28101339888|Diflucan|kapsel|kapsler
28101353289|Cibacen|tablet|tabletter
28101356889|Erycin|ml|ml
28101362689|Tamoxifen "Mylan"|tablet|tabletter
28101377689|Tafil|tablet|tabletter
28101389689|Clarityn|ml|ml
28101394190|Klacid|tablet|tabletter
28101399190|Daivonex|påsmøring|påsmøringer
28101409790|Lamisil|tablet|tabletter
28101422290|Voltaren Retard|tablet|tabletter
28101439991|Triatec|tablet|tabletter
28101440091|Triatec|tablet|tabletter
28101451491|Proscar|tablet|tabletter
28101462991|Plendil|tablet|tabletter
28101465291|Relifex|tablet|tabletter
28101478491|Zyrtec|ml|ml
28101497792|Risperdal|tablet|tabletter
28101497892|Risperdal|tablet|tabletter
28101497992|Risperdal|tablet|tabletter
28101517192|Captopril "Mylan"|tablet|tabletter
28101517292|Captopril "Mylan"|tablet|tabletter
28101517392|Captopril "Mylan"|tablet|tabletter
28101519092|Synerpril|tablet|tabletter
28101528892|Imacillin|tablet|tabletter
28101529092|Imacillin|tablet|tabletter
28101529192|Imacillin|tablet|tabletter
28101529592|Cyclophosphamid "Orifarm"|mg|mg
28101533892|Daivonex|påsmøring|påsmøringer
28101542392|Alprazolam "Mylan"|tablet|tabletter
28101542492|Alprazolam "Mylan"|tablet|tabletter
28101542592|Alprazolam "Mylan"|tablet|tabletter
28101542993|Colitofalk|rektal stikpille|rektale stikpiller
28101548693|Ranitidin "Mylan"|tablet|tabletter
28101548793|Ranitidin "Mylan"|tablet|tabletter
28101555493|Cyklokapron|brusetablet|brusetabletter
28101569793|Nimotop|tablet|tabletter
28101575893|Aurorix|tablet|tabletter
28101578493|Xefo|tablet|tabletter
28101595394|ReoPro|ml|ml
28101666594|Vancomycin "Xellia"|kapsel|kapsler
28101666694|Vancomycin "Xellia"|kapsel|kapsler
28101689794|Amoxicillin "Mylan"|tablet|tabletter
28101705794|Sotalol "Actavis"|tablet|tabletter
28101705894|Sotalol "Actavis"|tablet|tabletter
28101729994|Pulmicort Turbuhaler|sug|sug
28101759495|Aspirin Kardio|tablet|tabletter
28101775595|Nicotinell Fruit|tyggegummi|tyggegummier
28101792495|Selegilin "Generics"|tablet|tabletter
28101806996|Fluoxetin "Mylan"|kapsel|kapsler
28101826196|Sifrol|tablet|tabletter
28101826996|Mirapexin|tablet|tabletter
28101827096|Mirapexin|tablet|tabletter
28101827196|Mirapexin|tablet|tabletter
28101827396|Mirapexin|tablet|tabletter
28101838096|Aprovel|tablet|tabletter
28101838196|Aprovel|tablet|tabletter
28101838296|Aprovel|tablet|tabletter
28101848396|Voltaren Dolo|tablet|tabletter
28101854396|Igixon|tablet|tabletter
28101854496|Gedarel|tablet|tabletter
28101854696|Karvea|tablet|tabletter
28101854796|Karvea|tablet|tabletter
28101854896|Karvea|tablet|tabletter
28101872197|Iscover|tablet|tabletter
28101875597|Losec|tablet|tabletter
28101881397|Zomig|tablet|tabletter
28101881497|Zomig|tablet|tabletter
28101882897|Optruma|tablet|tabletter
28101895197|Ideos|tyggetablet|tyggetabletter
28101901197|Cisordinol Depot|ml|ml
28101907297|Patrex|tablet|tabletter
28101907397|Patrex|tablet|tabletter
28101907497|Patrex|tablet|tabletter
28101911797|Zitromax|tablet|tabletter
28101913597|Ketesse|tablet|tabletter
28101913997|Enantyum|tablet|tabletter
28101914097|Enantyum|tablet|tabletter
28101924697|Lornoxicam "Takeda"|tablet|tabletter
28101924797|Lornoxicam "Takeda"|tablet|tabletter
28101930097|Zocor|tablet|tabletter
28101935597|Kinzalmono|tablet|tabletter
28101935697|Kinzalmono|tablet|tabletter
28101935797|Pritor|tablet|tabletter
28101935897|Pritor|tablet|tabletter
28101948297|Methotrexat "Ebewe"|tablet|tabletter
28101948397|Methotrexat "Ebewe"|tablet|tabletter
28101948497|Methotrexat "Ebewe"|tablet|tabletter
28101949497|Lisopress|tablet|tabletter
28101949597|Lisopress|tablet|tabletter
28101949697|Lisopress|tablet|tabletter
28101952097|CoAprovel|tablet|tabletter
28101952297|Karvezide|tablet|tabletter
28101952397|Karvezide|tablet|tabletter
28101953297|Miflonide|inhalationskapsel|inhalationskapsler
28101957297|Subutex|resoriblet|resoribletter
28101959197|Topimax|kapsel|kapsler
28102778211|Desloratadine "Teva"|tablet|tabletter
28103007998|Maxalt|tablet|tabletter
28103008098|Maxalt|tablet|tabletter
28103008598|Omeprazol "Mylan"|kapsel|kapsler
28103009698|Fluprosin|tablet|tabletter
28103012498|Arava|tablet|tabletter
28103012798|Buspiron "Actavis"|tablet|tabletter
28103013798|Depolan|tablet|tabletter
28103014298|Norvir|kapsel|kapsler
28103015198|Temodal|kapsel|kapsler
28103015298|Temodal|kapsel|kapsler
28103015398|Temodal|kapsel|kapsler
28103015498|Temodal|kapsel|kapsler
28103028598|Fluoxetin "Sandoz"|kapsel|kapsler
28103033398|Prometax|kapsel|kapsler
28103033498|Prometax|kapsel|kapsler
28103033598|Prometax|kapsel|kapsler
28103033698|Prometax|kapsel|kapsler
28103044498|Panodil Retard|tablet|tabletter
28103045098|Zofenil|tablet|tabletter
28103045398|Zofenil|tablet|tabletter
28103047598|Flixotide Diskus|sug|sug
28103048898|Cardiostad|tablet|tabletter
28103054198|Azathiodura|tablet|tabletter
28103054298|Azathiodura|tablet|tabletter
28103054998|Azathioprin "Ratiopharm"|tablet|tabletter
28103057098|Mirapexin|tablet|tabletter
28103057498|Avandia|tablet|tabletter
28103059199|Lisinopril "Sandoz"|tablet|tabletter
28103059299|Lisinopril "Sandoz"|tablet|tabletter
28103059399|Lisinopril "Sandoz"|tablet|tabletter
28103059499|Lisinopril "Sandoz"|tablet|tabletter
28103059698|Micardis|tablet|tabletter
28103059798|Pritor|tablet|tabletter
28103059898|Kinzalmono|tablet|tabletter
28103063299|Captopril/Hydrochlorthiazid "ratiopharm"|tablet|tabletter
28103063399|Captopril/Hydrochlorthiazid "ratiopharm"|tablet|tabletter
28103063599|Capthydro|tablet|tabletter
28103068399|Budesonid "Pharmachemie"|inhalationskapsel|inhalationskapsler
28103068499|Budesonid "Pharmachemie"|inhalationskapsel|inhalationskapsler
28103071399|Xatral Uno|tablet|tabletter
28103072099|Enacard|tablet|tabletter
28103072199|Enacard|tablet|tabletter
28103072299|Enacard|tablet|tabletter
28103072399|Enacard|tablet|tabletter
28103076399|Cifin|tablet|tabletter
28103079899|Lisopress|tablet|tabletter
28103083799|Lisinopril "Mylan"|tablet|tabletter
28103083899|Lisinopril "Mylan"|tablet|tabletter
28103083999|Lisinopril "Mylan"|tablet|tabletter
28103084099|Lisinomer|tablet|tabletter
28103084199|Lisinomer|tablet|tabletter
28103084299|Lisinomer|tablet|tabletter
28103086699|Moclobemid "ratiopharm"|tablet|tabletter
28103086799|Moclobemid "ratiopharm"|tablet|tabletter
28103089599|Glustin|tablet|tabletter
28103089699|Glustin|tablet|tabletter
28103092199|Moclobemid "Stada"|tablet|tabletter
28103092299|Moclobemid "Stada"|tablet|tabletter
28103097199|Enacodan|tablet|tabletter
28103099399|Zomig Rapimelt|tablet|tabletter
28103103799|Lisinotens|tablet|tabletter
28103103899|Lisinotens|tablet|tabletter
28103103999|Lisinotens|tablet|tabletter
28103104099|Lisinotens|tablet|tabletter
28103106099|Moclostad|tablet|tabletter
28103106499|Diclon|tablet|tabletter
28103112699|Euplix|tablet|tabletter
28103115599|Moclix|tablet|tabletter
28103115699|Moclix|tablet|tabletter
28103118999|Enalapril "Mylan"|tablet|tabletter
28103119099|Enalapril "Mylan"|tablet|tabletter
28103119199|Enalapril "Mylan"|tablet|tabletter
28103119299|Enalapril "Mylan"|tablet|tabletter
28103120699|Azomyr|tablet|tabletter
28103121099|Neoclarityn|tablet|tabletter
28103121299|Omeprazol "Mylan"|kapsel|kapsler
28103121399|Omeprazol "Mylan"|kapsel|kapsler
28103121799|Budesonid "PCH"|inhalationskapsel|inhalationskapsler
28103121899|Budesonid "PCH"|inhalationskapsel|inhalationskapsler
28103130599|Zyprexa|tablet|tabletter
28103130699|Zyprexa|tablet|tabletter
28103130799|Spasmo-lyt|tablet|tabletter
28103136800|Gabalix|kapsel|kapsler
28103136900|Gabalix|kapsel|kapsler
28103137000|Gabalix|kapsel|kapsler
28103137200|Ketek|tablet|tabletter
28103137300|Levviax|tablet|tabletter
28103138800|Ciprofloxacin "Ratiopharm"|tablet|tabletter
28103138900|Ciprofloxacin "Ratiopharm"|tablet|tabletter
28103139000|Ciprofloxacin "Ratiopharm"|tablet|tabletter
28103139100|Ciprofloxacin "Ratiopharm"|tablet|tabletter
28103140500|Ciproscope|tablet|tabletter
28103140600|Ciproscope|tablet|tabletter
28103140700|Ciproscope|tablet|tabletter
28103145500|Gabapentin "1A Farma"|kapsel|kapsler
28103145600|Gabapentin "1A Farma"|kapsel|kapsler
28103145700|Gabapentin "1A Farma"|kapsel|kapsler
28103147100|Isotretinoin "Actavis"|kapsel|kapsler
28103147300|Isotretinoin "Teva"|kapsel|kapsler
28103147400|Isotretinoin "Teva"|kapsel|kapsler
28103147700|Pharmiso|kapsel|kapsler
28103147800|Pharmiso|kapsel|kapsler
28103148600|Ciprofloxacin "Sandoz"|tablet|tabletter
28103148700|Ciprofloxacin "Sandoz"|tablet|tabletter
28103148800|Ciprofloxacin "Sandoz"|tablet|tabletter
28103152700|Reminyl|tablet|tabletter
28103152800|Reminyl|tablet|tabletter
28103152900|Reminyl|tablet|tabletter
28103158200|Paroxetin "Mylan"|tablet|tabletter
28103161800|Axura|tablet|tabletter
28103162600|Prandin|tablet|tabletter
28103162700|Prandin|tablet|tabletter
28103162800|Prandin|tablet|tabletter
28103163200|Paroxetin "HEXAL"|tablet|tabletter
28103164300|Gliclazid Uno "Servier"|tablet|tabletter
28103164900|Alendronat "Teva"|tablet|tabletter
28103165300|Loratadin "Teva"|tablet|tabletter
28103172900|Alendronat "PCH"|tablet|tabletter
28103175600|Serorex|tablet|tabletter
28103175700|Paroxegen|tablet|tabletter
28103177000|Paroc|tablet|tabletter
28103177100|Paroc|tablet|tabletter
28103177400|Paroxetin "1A Farma"|tablet|tabletter
28103177500|Paroxetin "1A Farma"|tablet|tabletter
28103177600|Optipar|tablet|tabletter
28103177700|Optipar|tablet|tabletter
28103185300|Simvastatin "Stada"|tablet|tabletter
28103186300|Perichol|tablet|tabletter
28103186400|Perichol|tablet|tabletter
28103186500|Perichol|tablet|tabletter
28103186600|Perichol|tablet|tabletter
28103192600|Ciprofloxacin "Actavis"|tablet|tabletter
28103192700|Ciprotabs|tablet|tabletter
28103192800|Ciprotabs|tablet|tabletter
28103192900|Ciprotabs|tablet|tabletter
28103193000|Ciprotabs|tablet|tabletter
28103193500|Krinolis|tablet|tabletter
28103193600|Krinolis|tablet|tabletter
28103199200|Lovacodan|tablet|tabletter
28103199300|Lovacodan|tablet|tabletter
28103202000|Axura|pump|pump
28103205200|NorLevo|tablet|tabletter
28103206200|Neurontin|kapsel|kapsler
28103207500|Gabapentin "Actavis"|kapsel|kapsler
28103207700|Gabapentin "Actavis"|kapsel|kapsler
28103207800|Gabastad|kapsel|kapsler
28103207900|Gabastad|kapsel|kapsler
28103208000|Gabastad|kapsel|kapsler
28103210300|Lovastatin "Stada"|tablet|tabletter
28103210600|Lovastad|tablet|tabletter
28103210700|Lovastad|tablet|tabletter
28103210800|Lovastad|tablet|tabletter
28103213000|Ciproten|tablet|tabletter
28103213100|Ciproten|tablet|tabletter
28103213200|Ciproten|tablet|tabletter
28103224401|Meloxicam "ratiopharm"|tablet|tabletter
28103224501|Meloxicam "ratiopharm"|tablet|tabletter
28103224601|Xelocam|tablet|tabletter
28103224701|Xelocam|tablet|tabletter
28103224801|Loxime|tablet|tabletter
28103224901|Loxime|tablet|tabletter
28103225701|Azomyr|ml|ml
28103225801|Neoclarityn|ml|ml
28103230801|Relpax|tablet|tabletter
28103231301|Ranitidin "Ratiopharm"|tablet|tabletter
28103231401|Ranitidin "Ratiopharm"|tablet|tabletter
28103233401|Seroquel|tablet|tabletter
28103233501|Seroquel|tablet|tabletter
28103233601|Seroquel|tablet|tabletter
28103233701|Seroquel Startpakke|tablet|tabletter
28103234701|Jurnista|tablet|tabletter
28103235901|Moclohexal|tablet|tabletter
28103236001|Moclohexal|tablet|tabletter
28103236101|Moclobemid "Hexal"|tablet|tabletter
28103236201|Moclobemid "Hexal"|tablet|tabletter
28103236601|Loratadin "Stada"|tablet|tabletter
28103237301|Cetirizin "Ratiopharm"|tablet|tabletter
28103238301|Triregol|tablet|tabletter
28103238801|Cetirizin "Mylan"|tablet|tabletter
28103240101|Lisinopril "Actavis"|tablet|tabletter
28103240501|Enalapril/hydrochlorthiazid "Stada" 20 mg/6 mg|tablet|tabletter
28103243401|Citalopram "Hexal"|tablet|tabletter
28103243501|Citalopram "Hexal"|tablet|tabletter
