DrugID|DrugName|textSingular|textPlural
28105353414|Rozex|påsmøring|påsmøringer
28105392914|Daivonex|påsmøring|påsmøringer
28105470514|Daivonex|påsmøring|påsmøringer
28100400562|Synalar|påsmøring|påsmøringer
28100457064|Betnovat|påsmøring|påsmøringer
28100474965|Synalar 0,025 % med Chinoform|påsmøring|påsmøringer
28100583770|Brentan|påsmøring|påsmøringer
28100599671|Locoid|påsmøring|påsmøringer
28100608472|Canesten|påsmøring|påsmøringer
28100615172|Diproderm|påsmøring|påsmøringer
28100632573|Dermovat|påsmøring|påsmøringer
28100649974|Flamazine|påsmøring|påsmøringer
28100688875|Brentacort|påsmøring|påsmøringer
28100718376|Hydrokortison "DnE"|påsmøring|påsmøringer
28100927977|Pevisone|påsmøring|påsmøringer
28100965465|Betnovat med Chinoform|påsmøring|påsmøringer
28100975578|Emovat|påsmøring|påsmøringer
28101037879|Essex|påsmøring|påsmøringer
28101073681|Fucidin|påsmøring|påsmøringer
28101100082|Locoid Lipid|påsmøring|påsmøringer
28101169483|Emla|påsmøring|påsmøringer
28101173483|Nizoral|påsmøring|påsmøringer
28101229085|Fucicort|påsmøring|påsmøringer
28101315887|Mildison Lipid|påsmøring|påsmøringer
28101316587|Skinoren|påsmøring|påsmøringer
28101316787|Elocon|påsmøring|påsmøringer
28101360589|Nix|påsmøring|påsmøringer
28101409690|Lamisil|påsmøring|påsmøringer
28101541593|Zovir|påsmøring|påsmøringer
28101560293|Diproderm|påsmøring|påsmøringer
28101666194|Microcid|påsmøring|påsmøringer
28101777795|Vectavir|påsmøring|påsmøringer
28101828596|Fucidin-Hydrocortison|påsmøring|påsmøringer
28101890597|Ibutop|påsmøring|påsmøringer
28101941197|Rozex|påsmøring|påsmøringer
28101942297|Redap|påsmøring|påsmøringer
28101945397|Herpavir|påsmøring|påsmøringer
28103002898|Aciclodan|påsmøring|påsmøringer
28103030998|Acivir|påsmøring|påsmøringer
28103065199|Bactroban|påsmøring|påsmøringer
28103128799|Vaniqa|påsmøring|påsmøringer
28103143900|Diproderm|påsmøring|påsmøringer
28103270001|Elidel|påsmøring|påsmøringer
28103285001|Metvix|påsmøring|påsmøringer
28103690104|Fucicort Lipid|påsmøring|påsmøringer
28103746004|Terbistad|påsmøring|påsmøringer
28103763404|Finigen|påsmøring|påsmøringer
28103865405|Tapin|påsmøring|påsmøringer
28104238407|Hyderm|påsmøring|påsmøringer
28104467009|Daivonex|påsmøring|påsmøringer
28104482209|Mometasonfuroat "Glenmark"|påsmøring|påsmøringer
28104527909|Pevison|påsmøring|påsmøringer
28104548909|Skinoren|påsmøring|påsmøringer
28104691410|Betnovate|påsmøring|påsmøringer
28104707310|Metronidazol "2care4"|påsmøring|påsmøringer
28104707410|Fusidinsy/hydrocor.ace."2care4|påsmøring|påsmøringer
28104786610|Elidel|påsmøring|påsmøringer
28104820710|Ovison|påsmøring|påsmøringer
28104838311|Fusidinsy-hydrocor.ace."Europh|påsmøring|påsmøringer
28104838711|Fucidin-Hydrocortison|påsmøring|påsmøringer
28104887111|Pliapel|påsmøring|påsmøringer
28105007012|Fucicort|påsmøring|påsmøringer
28105007612|Locoid|påsmøring|påsmøringer
28105007712|Locoid Lipid|påsmøring|påsmøringer
28105033612|Elidel|påsmøring|påsmøringer
28105072812|Fucibet|påsmøring|påsmøringer
28105104512|Nix|påsmøring|påsmøringer
28105185712|Pevison|påsmøring|påsmøringer
28100925577|Duraphat|pensling|penslinger
28101470391|Bifluorid|pensling|penslinger
28101905597|Orfiril Long|beholder|beholdere
28101905697|Orfiril Long|beholder|beholdere
28101802896|Contalgin|brev|breve
28101802996|Contalgin|brev|breve
28101803096|Contalgin|brev|breve
28101689594|Pentasa Sachet|brev|breve
28103682204|Pentasa Sachet|brev|breve
28105040912|Pentasa Sachet|brev|breve
28105161212|Pentasa Sachet|brev|breve
28103309101|Risperdal Consta|injektionssprøjte|injektionssprøjter
28103309201|Risperdal Consta|injektionssprøjte|injektionssprøjter
28103309301|Risperdal Consta|injektionssprøjte|injektionssprøjter
28103679804|Pamorelin|injektionssprøjte|injektionssprøjter
28103919506|Pamorelin|injektionssprøjte|injektionssprøjter
28104403708|Pamorelin|injektionssprøjte|injektionssprøjter
28104524009|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104524109|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104524209|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104719510|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104719610|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104719710|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104853711|Risperdal Consta|injektionssprøjte|injektionssprøjter
28104853811|Risperdal Consta|injektionssprøjte|injektionssprøjter
28104901311|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104901411|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104902511|Rispolept Consta|injektionssprøjte|injektionssprøjter
28105058712|Rispolept Consta|injektionssprøjte|injektionssprøjter
28105058912|Rispolept Consta|injektionssprøjte|injektionssprøjter
28105198012|Rispolept Consta|injektionssprøjte|injektionssprøjter
28105198112|Rispolept Consta|injektionssprøjte|injektionssprøjter
28105198212|Rispolept Consta|injektionssprøjte|injektionssprøjter
28104641110|Xeplion|injektionssprøjte|injektionssprøjter
28104641210|Xeplion|injektionssprøjte|injektionssprøjter
28104641310|Xeplion|injektionssprøjte|injektionssprøjter
28104641410|Xeplion|injektionssprøjte|injektionssprøjter
28100600471|Saroten Retard|kapsel|kapsler
28100994078|Lasix Retard|kapsel|kapsler
28101011571|Saroten Retard|kapsel|kapsler
28101779795|Contalgin Uno|kapsel|kapsler
28101779995|Contalgin Uno|kapsel|kapsler
28101780195|Contalgin Uno|kapsel|kapsler
28101932597|Gemadol Retard|kapsel|kapsler
28101932697|Gemadol Retard|kapsel|kapsler
28101932797|Gemadol Retard|kapsel|kapsler
28101932897|Gemadol Retard|kapsel|kapsler
28105209613|Tamsulosinhydrochlorid 2care4|kapsel|kapsler
28105223613|Gemadol Retard|kapsel|kapsler
28105223713|Gemadol Retard|kapsel|kapsler
28105388914|Adamon SR|kapsel|kapsler
28101197084|Gastro-Timelets|kapsel|kapsler
28101259986|Hexasoptin Retard|kapsel|kapsler
28101260086|Hexasoptin Retard|kapsel|kapsler
28101292087|Propal Retard|kapsel|kapsler
28101308787|Madopar Depot|kapsel|kapsler
28101323488|Sirdalud Retard|kapsel|kapsler
28101323588|Sirdalud Retard|kapsel|kapsler
28101365289|Furix Retard|kapsel|kapsler
28101365389|Furix Retard|kapsel|kapsler
28101403490|Lomir Retard|kapsel|kapsler
28101403590|Lomir Retard|kapsel|kapsler
28101434291|Isodur|kapsel|kapsler
28101454291|Propal Retard|kapsel|kapsler
28101671494|Palladon|kapsel|kapsler
28101671594|Palladon|kapsel|kapsler
28101671694|Palladon|kapsel|kapsler
28101671794|Palladon|kapsel|kapsler
28101673694|Omnic|kapsel|kapsler
28101832496|Orfiril Long|kapsel|kapsler
28101832596|Orfiril Long|kapsel|kapsler
28101849196|Asasantin Retard|kapsel|kapsler
28101849296|Persantin Retard|kapsel|kapsler
28101857796|Efexor Depot|kapsel|kapsler
28101857896|Efexor Depot|kapsel|kapsler
28103246701|Detrusitol Retard|kapsel|kapsler
28103246901|Detrusitol Retard|kapsel|kapsler
28103339102|Duspatalin Retard|kapsel|kapsler
28103391102|Dolol Retard UNO|kapsel|kapsler
28103391202|Dolol Retard UNO|kapsel|kapsler
28103391302|Dolol Retard UNO|kapsel|kapsler
28103461002|Lomir Retard|kapsel|kapsler
28103681404|Reminyl|kapsel|kapsler
28103681504|Reminyl|kapsel|kapsler
28103681604|Reminyl|kapsel|kapsler
28103736104|Efexor Depot|kapsel|kapsler
28103904106|Venlafaxin "Krka"|kapsel|kapsler
28103904206|Venlafaxin "Krka"|kapsel|kapsler
28103904306|Venlafaxin "Krka"|kapsel|kapsler
28104168007|Lomir Retard|kapsel|kapsler
28104196407|Spasmo-lyt Depot|kapsel|kapsler
28104272208|Venlafaxin "Stada"|kapsel|kapsler
28104272308|Venlafaxin "Stada"|kapsel|kapsler
28104272408|Venlafaxin "Stada"|kapsel|kapsler
28104272508|Venlafaxin "Hexal"|kapsel|kapsler
28104272608|Venlafaxin "Hexal"|kapsel|kapsler
28104272708|Venlafaxin "Hexal"|kapsel|kapsler
28104305608|Venlafaxin "Bluefish"|kapsel|kapsler
28104305708|Venlafaxin "Bluefish"|kapsel|kapsler
28104335108|Persantin Retard|kapsel|kapsler
28104400508|Propranolol Retard "2care4"|kapsel|kapsler
28104400608|Propranolol Retard "2care4"|kapsel|kapsler
28104685010|Galantamin "Krka"|kapsel|kapsler
28104685110|Galantamin "Krka"|kapsel|kapsler
28104685210|Galantamin "Krka"|kapsel|kapsler
28104694610|Galantamin "Actavis"|kapsel|kapsler
28104694910|Persantine Retard|kapsel|kapsler
28104727410|Tildiem LA|kapsel|kapsler
28104727510|Tildiem LA|kapsel|kapsler
28104762210|Lomir Retard|kapsel|kapsler
28104788710|Tolterodine "Sandoz"|kapsel|kapsler
28104810610|Tolterodin "Pfizer"|kapsel|kapsler
28104810710|Tolterodin "Pfizer"|kapsel|kapsler
28104892511|Tolterodintartrat "Teva"|kapsel|kapsler
28104892611|Tolterodintartrat "Teva"|kapsel|kapsler
28104983611|Venlafaxin "2care4"|kapsel|kapsler
28105030612|Propranolol Retard "Orifarm"|kapsel|kapsler
28105030712|Propranolol Retard "Orifarm"|kapsel|kapsler
28105155512|Propranolol Retard EuroPharma|kapsel|kapsler
28105155612|Propranolol Retard EuroPharma|kapsel|kapsler
28103915106|Advagraf|kapsel|kapsler
28103915206|Advagraf|kapsel|kapsler
28103915306|Advagraf|kapsel|kapsler
28104323808|Advagraf|kapsel|kapsler
28104788610|Tolterodine "Sandoz"|kapsel|kapsler
28104819510|Galantamin "Stada"|kapsel|kapsler
28104819610|Galantamin "Stada"|kapsel|kapsler
28104819710|Galantamin "Stada"|kapsel|kapsler
28104820110|Galantamin "Orion"|kapsel|kapsler
28104820210|Galantamin "Orion"|kapsel|kapsler
28104820310|Galantamin "Orion"|kapsel|kapsler
28104893011|Tolterodin "Stada"|kapsel|kapsler
28104893111|Tolterodin "Stada"|kapsel|kapsler
28105062012|Dipyridamol "Alternova"|kapsel|kapsler
28105216313|Venlafaxin "2care4"|kapsel|kapsler
28105216413|Venlafaxin "2care4"|kapsel|kapsler
28105238413|Urivesc|kapsel|kapsler
28105243013|Orfiril Long|kapsel|kapsler
28105243113|Orfiril Long|kapsel|kapsler
28105260613|UriVesc|kapsel|kapsler
28105340813|Orfiril Long|kapsel|kapsler
28105340913|Orfiril Long|kapsel|kapsler
28105374714|Orfiril Long|kapsel|kapsler
28105374814|Orfiril Long|kapsel|kapsler
28104794610|Sancuso|plaster|plastre
28105085511|Exelon|plaster|plastre
28105245613|Norspan|plaster|plastre
28101116082|Scopoderm|plaster|plastre
28101405590|Nicotinell|plaster|plastre
28101405690|Nicotinell|plaster|plastre
28101405790|Nicotinell|plaster|plastre
28101415390|Discotrine|plaster|plastre
28101545193|Durogesic|plaster|plastre
28101545293|Durogesic|plaster|plastre
28101545393|Durogesic|plaster|plastre
28101545493|Durogesic|plaster|plastre
28101860096|Evo-Conti|plaster|plastre
28101860196|Evo-Sequi|plaster|plastre
28103076099|Evra|plaster|plastre
28103285201|Vivelle Dot|plaster|plastre
28103285301|Vivelle Dot|plaster|plastre
28103285401|Vivelle Dot|plaster|plastre
28103285501|Vivelle Dot|plaster|plastre
28103328201|Norspan|plaster|plastre
28103328301|Norspan|plaster|plastre
28103328401|Norspan|plaster|plastre
28103408302|Transtec|plaster|plastre
28103408402|Transtec|plaster|plastre
28103408502|Transtec|plaster|plastre
28103482303|Kentera|plaster|plastre
28103605403|Vivelle Dot|plaster|plastre
28103738804|Neupro|plaster|plastre
28103738904|Neupro|plaster|plastre
28103739004|Neupro|plaster|plastre
28103739104|Neupro|plaster|plastre
28103760404|Durogesic|plaster|plastre
28103902506|Matrifen|plaster|plastre
28103902606|Matrifen|plaster|plastre
28103902705|Matrifen|plaster|plastre
28103902806|Matrifen|plaster|plastre
28103902906|Matrifen|plaster|plastre
28103986506|Nicorette Invisi|plaster|plastre
28103986606|Nicorette Invisi|plaster|plastre
28103986706|Nicorette Invisi|plaster|plastre
28104012606|Exelon|plaster|plastre
28104012706|Exelon|plaster|plastre
28104151907|Fentanyl "Sandoz"|plaster|plastre
28104152007|Fentanyl "Sandoz"|plaster|plastre
28104152207|Fentanyl "Sandoz"|plaster|plastre
28104152307|Fentanyl "Sandoz"|plaster|plastre
28104152407|Fentanyl "Sandoz"|plaster|plastre
28104251207|Neupro|plaster|plastre
28104251307|Neupro|plaster|plastre
28104388008|Fentanyl "Orion"|plaster|plastre
28104388108|Fentanyl "Orion"|plaster|plastre
28104388208|Fentanyl "Orion"|plaster|plastre
28104388308|Fentanyl "Orion"|plaster|plastre
28104388408|Fentanyl "Orion"|plaster|plastre
28104554509|Lafene|plaster|plastre
28104901011|Systen Conti|plaster|plastre
28105106712|Scopoderm|plaster|plastre
28103891606|Doxazosin "Sandoz"|tablet|tabletter
28104084907|Metoratio|tablet|tabletter
28104085007|Metoratio|tablet|tabletter
28104164307|Metoprololsuccinat "Alternova"|tablet|tabletter
28104164407|Metoprololsuccinat "Alternova"|tablet|tabletter
28104325908|Metomylan|tablet|tabletter
28104606509|Zok-Zid|tablet|tabletter
28104668710|Seroquel XR|tablet|tabletter
28104760210|Viramune|tablet|tabletter
28104797910|Ropinirol "Actavis"|tablet|tabletter
28104798110|Ropinirol "Actavis"|tablet|tabletter
28104798310|Ropinirol "Actavis"|tablet|tabletter
28104809610|Methylphenidate "Sandoz"|tablet|tabletter
28104809710|Methylphenidate "Sandoz"|tablet|tabletter
28104817910|Dolatramyl|tablet|tabletter
28104818010|Dolatramyl|tablet|tabletter
28104818110|Dolatramyl|tablet|tabletter
28104818410|Ropinostad|tablet|tabletter
28104818510|Ropinostad|tablet|tabletter
28104818610|Ropinostad|tablet|tabletter
28104826011|Alfuzosin "2care4"|tablet|tabletter
28104910911|Levodopa/Carbidopa "Accord"|tablet|tabletter
28104966611|Methylphenidate "Sandoz"|tablet|tabletter
28105098610|Ropinirol "Orion"|tablet|tabletter
28105098710|Ropinirol "Orion"|tablet|tabletter
28105098810|Ropinirol "Orion"|tablet|tabletter
28105150312|Targin|tablet|tabletter
28105150412|Targin|tablet|tabletter
28105182312|Reltebon Depot|tablet|tabletter
28105182412|Reltebon Depot|tablet|tabletter
28105182612|Reltebon Depot|tablet|tabletter
28105182812|Reltebon Depot|tablet|tabletter
28105210513|Oprymea|tablet|tabletter
28105210613|Oprymea|tablet|tabletter
28105210713|Oprymea|tablet|tabletter
28105210813|Oprymea|tablet|tabletter
28105210913|Oprymea|tablet|tabletter
28105214713|Seroquel Prolong|tablet|tabletter
28105214813|Seroquel Prolong|tablet|tabletter
28105224313|Isosorbidmononitrat "2care4"|tablet|tabletter
28105230813|Depakine Retard|tablet|tabletter
28105232313|Depakine Chrono|tablet|tabletter
28105237913|Orfiril Retard|tablet|tabletter
28105264613|Envarsus|tablet|tabletter
28105264713|Envarsus|tablet|tabletter
28105264813|Envarsus|tablet|tabletter
28105268913|Cardizem Uno|tablet|tabletter
28105297013|Pramipexole "Sandoz"|tablet|tabletter
28105297113|Pramipexole "Sandoz"|tablet|tabletter
28105297213|Pramipexole "Sandoz"|tablet|tabletter
28105297313|Pramipexole "Sandoz"|tablet|tabletter
28105297413|Pramipexole "Sandoz"|tablet|tabletter
28105297513|Pramipexole "Sandoz"|tablet|tabletter
28105297613|Pramipexole "Sandoz"|tablet|tabletter
28105312613|Alzen SR|tablet|tabletter
28105312713|Alzen SR|tablet|tabletter
28105347913|Seroquel XR|tablet|tabletter
28105383014|Adalat CR|tablet|tabletter
28105383314|Adalat Oros|tablet|tabletter
28105394714|Fluvastatin "Copharma"|tablet|tabletter
28105402414|Seroquel Prolong|tablet|tabletter
28105402514|Seroquel Prolong|tablet|tabletter
28105410914|Diclofenacnatrium "Copharma"|tablet|tabletter
28105420114|Seroquel Prolong|tablet|tabletter
28105453914|Isosorbidmononitrat "Orifarm"|tablet|tabletter
28105475814|Isosorbidmononitrat "Paranova"|tablet|tabletter
28136233603|SelenoPrecise|tablet|tabletter
52610058597|Venokan|tablet|tabletter
52620015693|Mega C 1500 "Scanpharm"|tablet|tabletter
28100486965|Egazil|tablet|tabletter
28100493671|Kaleorid|tablet|tabletter
28100560469|Ferro Duretter|tablet|tabletter
28100599871|Litarex|tablet|tabletter
28101004478|Theo-dur|tablet|tabletter
28101004578|Theo-dur|tablet|tabletter
28101055580|Bricanyl Retard|tablet|tabletter
28101066181|Voltaren Retard|tablet|tabletter
28101080181|Contalgin|tablet|tabletter
28101095482|Bricanyl Retard|tablet|tabletter
28101102182|Contalgin|tablet|tabletter
28101164083|Unixan|tablet|tabletter
28101164183|Contalgin|tablet|tabletter
28101171983|Veraloc Retard|tablet|tabletter
28101181584|Isoptin Retard|tablet|tabletter
28101184184|Cardopax Retard|tablet|tabletter
28101199484|Trimonil Retard|tablet|tabletter
28101205785|Imdur|tablet|tabletter
28101218285|Unixan|tablet|tabletter
28101219585|Cardil|tablet|tabletter
28101219685|Cardil|tablet|tabletter
28101222785|Trimonil Retard|tablet|tabletter
28101226485|Selo-zok|tablet|tabletter
28101226585|Selo-zok|tablet|tabletter
28101257386|Tegretol Retard|tablet|tabletter
28101257486|Tegretol Retard|tablet|tabletter
28101265486|Selo-zok|tablet|tabletter
28101299987|Plendil|tablet|tabletter
28101300087|Plendil|tablet|tabletter
28101314887|Deprakine Retard|tablet|tabletter
28101320687|Ibumetin Retard|tablet|tabletter
28101323088|Deprakine Retard|tablet|tabletter
28101327388|Zok-Zid|tablet|tabletter
28101332488|Sinemet Depot|tablet|tabletter
28101341688|Brufen Retard|tablet|tabletter
28101351589|Contalgin|tablet|tabletter
28101365589|Pentasa|tablet|tabletter
28101380189|Doltard|tablet|tabletter
28101380289|Doltard|tablet|tabletter
28101380389|Doltard|tablet|tabletter
28101380489|Doltard|tablet|tabletter
28101397390|Adalat Oros|tablet|tabletter
28101397490|Adalat Oros|tablet|tabletter
28101410190|Unixan|tablet|tabletter
28101421190|Sinemet Depot Mite|tablet|tabletter
28101426591|Anafranil Retard|tablet|tabletter
28101449191|Contalgin|tablet|tabletter
28101470091|Orfiril Retard|tablet|tabletter
28101495392|Imdur|tablet|tabletter
28101542193|Contalgin|tablet|tabletter
28101568093|Isoptin Retard|tablet|tabletter
28101568193|Isoptin Retard|tablet|tabletter
28101582593|Tafil Retard|tablet|tabletter
28101582693|Tafil Retard|tablet|tabletter
28101582793|Tafil Retard|tablet|tabletter
28101598794|Pinex Retard|tablet|tabletter
28101689294|OxyContin|tablet|tabletter
28101689394|OxyContin|tablet|tabletter
28101689494|OxyContin|tablet|tabletter
28101725194|Malfin|tablet|tabletter
28101725294|Malfin|tablet|tabletter
28101725394|Malfin|tablet|tabletter
28101725494|Malfin|tablet|tabletter
28101743495|Anafranil Retard|tablet|tabletter
28101755695|Natrilix Retard|tablet|tabletter
28101760595|Delepsine Retard|tablet|tabletter
28101760695|Delepsine Retard|tablet|tabletter
28101851896|Pentasa|tablet|tabletter
28101854096|Nobligan Retard|tablet|tabletter
28101854196|Nobligan Retard|tablet|tabletter
28101854296|Nobligan Retard|tablet|tabletter
28101886197|Klacid Uno|tablet|tabletter
28101942497|Mandolgin Retard|tablet|tabletter
28101942597|Mandolgin Retard|tablet|tabletter
28101942697|Mandolgin Retard|tablet|tabletter
28103004898|Carduran Retard|tablet|tabletter
28103011298|Adalat Oros|tablet|tabletter
28103013398|Depolan|tablet|tabletter
28103013498|Depolan|tablet|tabletter
28103013598|Depolan|tablet|tabletter
28103013698|Depolan|tablet|tabletter
28103017798|OxyContin|tablet|tabletter
28103019598|Metoprolol "GEA"|tablet|tabletter
28103019698|Metoprolol "GEA"|tablet|tabletter
28103019798|Metoprolol "GEA"|tablet|tabletter
28103052600|Lescol depot|tablet|tabletter
28103067699|Fem-Mono Retard|tablet|tabletter
28103090599|Trimonil Retard|tablet|tabletter
28103090699|Trimonil Retard|tablet|tabletter
28103106599|Diclon|tablet|tabletter
28103106699|Diclon|tablet|tabletter
28103132300|Selo-zok|tablet|tabletter
28103168300|Trental|tablet|tabletter
28103234401|Jurnista|tablet|tabletter
28103234501|Jurnista|tablet|tabletter
28103234601|Jurnista|tablet|tabletter
28103251601|Tradolan Retard|tablet|tabletter
28103251701|Tradolan Retard|tablet|tabletter
28103251801|Tradolan Retard|tablet|tabletter
28103308801|Cardosin Retard|tablet|tabletter
28103329601|Felodipin "Teva"|tablet|tabletter
28103329701|Felodipin "Teva"|tablet|tabletter
28103342602|Felodin|tablet|tabletter
28103342702|Felodin|tablet|tabletter
28103342902|Felodipin "Actavis"|tablet|tabletter
28103343002|Felodipin "Actavis"|tablet|tabletter
28103354802|OxyContin|tablet|tabletter
28103416602|Felodipin "HEXAL"|tablet|tabletter
28103416702|Felodipin "HEXAL"|tablet|tabletter
28103432302|Doxazosin "Stada"|tablet|tabletter
28103468403|Nifedipin "Alternova"|tablet|tabletter
28103468503|Nifedipin "Alternova"|tablet|tabletter
28103472803|Alfuzosin "Orifarm"|tablet|tabletter
28103473003|Alfuzosin "Teva"|tablet|tabletter
28103526803|Malfin|tablet|tabletter
28103535603|Emselex|tablet|tabletter
28103535703|Emselex|tablet|tabletter
28103646204|Levodopa/carbidopa "Teva"|tablet|tabletter
28103683704|Tramadol Retard "Hexal"|tablet|tabletter
28103683804|Tramadol Retard "Hexal"|tablet|tabletter
28103683904|Tramadol Retard "Hexal"|tablet|tabletter
28103729704|Metoprololsuccinat "Hexal"|tablet|tabletter
28103729804|Metoprololsuccinat "Hexal"|tablet|tabletter
28103729904|Metoprololsuccinat "Hexal"|tablet|tabletter
28103730104|Metoprololsuccinat "Hexal"|tablet|tabletter
28103830005|Felodipin "Teva"|tablet|tabletter
28103845905|Alfuzosin "Stada"|tablet|tabletter
28103864105|Circadin|tablet|tabletter
28103909206|Danafusin|tablet|tabletter
28103924506|TOVIAZ|tablet|tabletter
28103924606|TOVIAZ|tablet|tabletter
28103943906|Invega|tablet|tabletter
28103944006|Invega|tablet|tabletter
28103944106|Invega|tablet|tabletter
28103960406|Oxycodonhydrochlorid "Teva"|tablet|tabletter
28104015206|Tramadol Retard "Actavis"|tablet|tabletter
28104015306|Tramadol Retard "Actavis"|tablet|tabletter
28104015406|Tramadol Retard "Actavis"|tablet|tabletter
28104096307|Indapamid "Stada"|tablet|tabletter
28104105507|Indapamid "Actavis"|tablet|tabletter
28104108807|OxyContin|tablet|tabletter
28104108907|OxyContin|tablet|tabletter
28104143307|Isoptin Retard|tablet|tabletter
28104143907|Cardil|tablet|tabletter
28104148007|Felodipin "HEXAL"|tablet|tabletter
28104175407|Oxycodonhydrochlorid "Acino"|tablet|tabletter
28104175507|Oxycodonhydrochlorid "Acino"|tablet|tabletter
28104175607|Oxycodonhydrochlorid "Acino"|tablet|tabletter
28104175707|Oxycodonhydrochlorid "Acino"|tablet|tabletter
28104202907|OxyContin|tablet|tabletter
28104203007|OxyContin|tablet|tabletter
28104203107|Seroquel Prolong|tablet|tabletter
28104203207|Seroquel Prolong|tablet|tabletter
28104203307|Seroquel Prolong|tablet|tabletter
28104203407|Seroquel Prolong|tablet|tabletter
28104219607|Orfiril Retard|tablet|tabletter
28104231807|Concerta|tablet|tabletter
28104231907|Concerta|tablet|tabletter
28104232007|Concerta|tablet|tabletter
28104236907|Oxycodonhydrochlorid "Teva"|tablet|tabletter
28104280708|Metoprololsuccinat "Teva"|tablet|tabletter
28104317308|Seroquel Prolong|tablet|tabletter
28104325808|Metomylan|tablet|tabletter
28104326008|Metomylan|tablet|tabletter
28104326108|Metomylan|tablet|tabletter
28104326208|Metoprololsuccinat "Orion"|tablet|tabletter
28104326308|Metoprololsuccinat "Orion"|tablet|tabletter
28104326408|Metoprololsuccinat "Orion"|tablet|tabletter
28104326508|Metoprololsuccinat "Orion"|tablet|tabletter
28104342608|Targin|tablet|tabletter
28104342708|Targin|tablet|tabletter
28104367308|Targin|tablet|tabletter
28104367408|Targin|tablet|tabletter
28104420608|Sifrol|tablet|tabletter
28104420708|Sifrol|tablet|tabletter
28104420808|Sifrol|tablet|tabletter
28104420908|Sifrol|tablet|tabletter
28104421008|Sifrol|tablet|tabletter
28104421208|Mirapexin|tablet|tabletter
28104421408|Mirapexin|tablet|tabletter
28104421508|Mirapexin|tablet|tabletter
28104422908|Indapamid "Teva"|tablet|tabletter
28104442608|Oxycodonhydrochl. "Lannacher|tablet|tabletter
28104442708|Oxycodonhydrochl. "Lannacher|tablet|tabletter
28104442808|Oxycodonhydrochl. "Lannacher|tablet|tabletter
28104442908|Oxycodonhydrochl. "Lannacher|tablet|tabletter
28104443008|Oxycodonhydrochl. "Lannacher|tablet|tabletter
28104443108|Seroquel XR|tablet|tabletter
28104457508|Oxycodone "Orifarm"|tablet|tabletter
28104476609|Seroquel XR|tablet|tabletter
28104512609|Alzen SR|tablet|tabletter
28104515409|Palexia Depot|tablet|tabletter
28104515509|Palexia Depot|tablet|tabletter
28104515609|Palexia Depot|tablet|tabletter
28104515709|Palexia Depot|tablet|tabletter
28104515809|Palexia Depot|tablet|tabletter
28104542209|Alzen SR|tablet|tabletter
28104562609|Pentasa|tablet|tabletter
28104575709|Diclofenacna. "2care4" Retard|tablet|tabletter
28104575809|Diclofenacna. "2care4" Retard|tablet|tabletter
28104579309|Brufen Retard|tablet|tabletter
28104584809|Ropinirol "KRKA"|tablet|tabletter
28104584909|Ropinirol "KRKA"|tablet|tabletter
