DrugId|Drugname|ShortTranslation
28100327560|Centyl med Kaliumklorid|Dosering efter skriftlig anvisning|N
28100327560|Centyl med Kaliumklorid|2 tabletter morgen og aften|N
28100327560|Centyl med Kaliumklorid|1 tablet morgen og aften|N
28100327560|Centyl med Kaliumklorid|2 tabletter 1 gang daglig|N
28100327560|Centyl med Kaliumklorid|1 tablet daglig|N
28100335260|Xylocain|1 pust efter behov|S
28100368661|Saroten|1 tablet 2 gange daglig|S
28100368661|Saroten|1 tablet 3 gange daglig|S
28100368661|Saroten|2 tabletter fÃ¸r sengetid|S
28100368661|Saroten|3 tabletter fÃ¸r sengetid|S
28100385861|Proctosedyl|1 påsmøring 2 gange daglig|S
28100385861|Proctosedyl|1 påsmøring 3 gange daglig|S
28100399462|Fucidin|2 tabletter 2 gange daglig|S
28100399462|Fucidin|1 tablet 2 gange daglig|S
28100399462|Fucidin|1 tablet 3 gange daglig|S
28100399462|Fucidin|2 tabletter 3 gange daglig|S
28100405762|Sofradex|1 dråbe 3 gange daglig i højre øje|S
28100405762|Sofradex|1 dråbe 3 gange daglig i venstre øje|S
28100405762|Sofradex|2 dråber 3 gange daglig, 1 i hvert øje|S
28100405762|Sofradex|1 dråbe 6 gange daglig i højre øje|S
28100405762|Sofradex|1 dråbe 6 gange daglig i venstre øje|S
28100405762|Sofradex|2 dråber 6 gange daglig, 1 i hvert øje|S
28100405762|Sofradex|1 dråbe 4 gange daglig i højre øje|S
28100405762|Sofradex|1 dråbe 4 gange daglig i venstre øje|S
28100405762|Sofradex|2 dråber 4 gange daglig, 1 i hvert øje|S
28100405762|Sofradex|3 dråber 3 gange daglig i det inficerede øre|S
28100405762|Sofradex|3 dråber 4 gange daglig i det inficerede øre|S
28100405762|Sofradex|4 dråber 3 gange daglig i det inficerede øre|S
28100405762|Sofradex|4 dråber 4 gange daglig i det inficerede øre|S
28100405762|Sofradex|2 dråber 3 gange daglig i øret|S
28100405762|Sofradex|2 dråber 3 gange daglig i øret|S
28100408962|Microlax|1 rektaltube daglig|S
28100408962|Microlax|1 rektaltube efter behov, 15 min før virkning ønskes|S
28100408962|Microlax|1 rektaltube efter behov|S
28100408962|Microlax|1/2 rektaltube efter behov|S
28100408962|Microlax|1/2 rektaltube efter behov, 15 min før virkning ønskes|S
28100420262|Florinef|2 tabletter 1 gang daglig|S
28100420262|Florinef|1 tablet daglig|S
28100420262|Florinef|1/2 tablet daglig|S
28100420262|Florinef|1 1/2 tabletter 1 gang daglig|S
28100435763|Provera|2 tabletter daglig i 10 dage, herefter 18 dages pause|S
28100435763|Provera|1 tablet daglig i 10 dage, herefter 18 dages pause|S
28100435763|Provera|2 tabletter daglig i 10 dage, herefter 18 dages pause|S
28100439163|Noritren|2 tabletter 1 gang daglig|S
28100439163|Noritren|1 tablet daglig|S
28100439163|Noritren|3 tabletter 1 gang daglig|S
28100445563|Lysantin|2 tabletter 2 gange daglig|S
28100445563|Lysantin|1 tablet 2 gange daglig|S
28100454364|Tegretol|2 tabletter 2 gange daglig|S
28100454364|Tegretol|1 tablet 2 gange daglig|S
28100454364|Tegretol|1 tablet 3 gange daglig|S
28100454364|Tegretol|2 tabletter 3 gange daglig|S
28100454364|Tegretol|3 tabletter 3 gange daglig|S
28100457064|Betnovat|1 påsmøring 3 gange daglig|S
28100457064|Betnovat|1 påsmøring 2 gange daglig|S
28100457064|Betnovat|1 påsmøring daglig|S
28100457064|Betnovat|1 påsmøring efter behov|S
28100466264|Calcium-Sandoz|1 brusetablet 2 gange daglig|S
28100466264|Calcium-Sandoz|1 brusetablet daglig|S
28100474265|Fucidin|1 påsmøring 3 gange daglig|S
28100474265|Fucidin|1 påsmøring 2 gange daglig|S
28100478565|Stesolid|1 tablet 2 gange daglig|S
28100478565|Stesolid|1 tablet daglig|S
28100478565|Stesolid|1 tablet 3 gange daglig|S
28100487965|Maxidex|1 dråbe 3 gange daglig i højre øje|S
28100487965|Maxidex|1 dråbe 3 gange daglig i venstre øje|S
28100487965|Maxidex|2 dråber 3 gange daglig, 1 i hvert øje|S
28100487965|Maxidex|1 dråbe 6 gange daglig i højre øje|S
28100487965|Maxidex|1 dråbe 6 gange daglig i venstre øje|S
28100487965|Maxidex|2 dråber 6 gange daglig, 1 i hvert øje|S
28100487965|Maxidex|1 dråbe 4 gange daglig i højre øje|S
28100487965|Maxidex|1 dråbe 4 gange daglig i venstre øje|S
28100487965|Maxidex|2 dråber 4 gange daglig, 1 i hvert øje|S
28100493671|Kaleorid|2 tabletter morgen og aften|N
28100493671|Kaleorid|1 tablet morgen og aften|N
28100493671|Kaleorid|2 tabletter 1 gang daglig|N
28100493671|Kaleorid|1 tablet daglig|N
28100493671|Kaleorid|1 tablet morgen, middag og aften|N
28100493671|Kaleorid|2 tabletter morgen, middag og aften|N
28100520967|Imurel|1 tablet 2 gange daglig|S
28100520967|Imurel|1 tablet 4 gange daglig|S
28100520967|Imurel|1 tablet 3 gange daglig|S
28100520967|Imurel|2 tabletter 3 gange daglig|S
28100526567|Tavegyl|1 tablet 2 gange daglig|S
28100526567|Tavegyl|1/2 tablet 2 gange daglig|S
28100528167|Nozinan|1 tablet 2 gange daglig|S
28100528167|Nozinan|1 tablet 3 gange daglig|S
28100533567|Metronidazol "Actavis"|2 tabletter 2 gange daglig|S
28100533567|Metronidazol "Actavis"|1 tablet 2 gange daglig|S
28100533567|Metronidazol "Actavis"|1 tablet 3 gange daglig|S
28100533567|Metronidazol "Actavis"|2 tabletter 3 gange daglig|S
28100533567|Metronidazol "Actavis"|3 tabletter 3 gange daglig|S
28100552969|Tetralysal|1 kapsel 2 gange daglig|S
28100552969|Tetralysal|1 kapsel daglig|S
28100552969|Tetralysal|1 kapsel 2 gange daglig til et måltid|S
28100552969|Tetralysal|1 kapsel daglig til et måltid|S
28100559669|Ventoline|2 pust efter behov ved anfald|N
28100559669|Ventoline|1 pust efter behov ved anfald|N
28100559669|Ventoline|1 pust efter behov før anstrengelse|N
28100559669|Ventoline|2 pust efter behov før anstrengelse|N
28100565569|Flagyl|1 vagitorie daglig i skeden|S
28100573870|Rimactan|1 kapsel daglig|S
28100573870|Rimactan|2 kapsler 1 gang daglig|S
28100573870|Rimactan|1 kapsel 2 gange daglig i 2 dage|S
28100573870|Rimactan|2 kapsler 2 gange daglig i 2 dage|S
28100573870|Rimactan|2 kapsler 1 gang daglig|S
28100575570|Orap|2 tabletter 1 gang daglig|S
28100575570|Orap|1 tablet daglig|S
28100575570|Orap|4 tabletter 1 gang|S
28100575570|Orap|2 tabletter 1 gang daglig|S
28100575570|Orap|3 tabletter 1 gang daglig|S
28100575670|Orap|1 tablet 2 gange daglig|S
28100575670|Orap|1 tablet daglig|S
28100579370|Temesta|1 tablet 2 gange daglig|S
28100579370|Temesta|1 tablet daglig|S
28100579370|Temesta|1 tablet 3 gange daglig|S
28100582370|Ovestin|2 tabletter 1 gang daglig|S
28100582370|Ovestin|4 tabletter 1 gang daglig|S
28100582370|Ovestin|1 tablet daglig|S
28100583070|Apozepam|1 tablet 2 gange daglig|S
28100583070|Apozepam|1 tablet daglig|S
28100583070|Apozepam|1 tablet 3 gange daglig|S
28100583770|Brentan|1 påsmøring 2 gange daglig|S
28100583870|Brentan|1 applikatordosis daglig|S
28100590071|Dalacin|1 kapsel 3 gange daglig|S
28100590071|Dalacin|2 kapsler 3 gange daglig|S
28100590071|Dalacin|2 kapsler 4 gange daglig|S
28100590071|Dalacin|1 kapsel 4 gange daglig|S
28100594371|Burinex|2 tabletter 2 gange daglig|S
28100594371|Burinex|1 tablet 2 gange daglig|S
28100594371|Burinex|1 tablet daglig|S
28100594371|Burinex|1/2 tablet daglig|S
28100594371|Burinex|1 tablet 3 gange daglig|S
28100594371|Burinex|2 tabletter 3 gange daglig|S
28100599671|Locoid|1 påsmøring 2 gange daglig|N
28100599671|Locoid|1 påsmøring daglig|N
28100607472|Lioresal|1 tablet 3 gange daglig|S
28100607472|Lioresal|2 tabletter 3 gange daglig|S
28100607472|Lioresal|1/2 tablet 3 gange daglig|S
28100608672|Canesten|1 vaginaltablet daglig i skeden|S
28100608672|Canesten|2 vaginaltabletter 1 gang daglig i skeden|S
28100609972|Betaserc|1 tablet 3 gange daglig|S
28100609972|Betaserc|2 tabletter 3 gange daglig|S
28100611372|Androcur|2 tabletter 2 gange daglig|S
28100611372|Androcur|1 tablet 2 gange daglig|S
28100611372|Androcur|1/2 tablet 2 gange daglig|S
28100611372|Androcur|1 tablet 3 gange daglig|S
28100611372|Androcur|2 tabletter 3 gange daglig|S
28100611372|Androcur|1/2 tablet 3 gange daglig|S
28100612972|Mindiab|2 tabletter 1 gang daglig|S
28100612972|Mindiab|1 tablet daglig|S
28100612972|Mindiab|1/2 tablet daglig|S
28100612972|Mindiab|1 1/2 tabletter 1 gang daglig|S
28100612972|Mindiab|3 tabletter 1 gang daglig|S
28100615172|Diproderm|1 påsmøring 3 gange daglig|S
28100615172|Diproderm|1 påsmøring 2 gange daglig|S
28100615172|Diproderm|1 påsmøring daglig|S
28100615172|Diproderm|1 påsmøring efter behov|S
28100615372|Ventoline|5 ml 4 gange daglig|S
28100615372|Ventoline|5 ml 3 gange daglig|S
28100615372|Ventoline|10 ml 2 gange daglig|S
28100615372|Ventoline|2,5 ml 3 gange daglig|S
28100616672|Serenase|1 tablet 3 gange daglig|S
28100616672|Serenase|2 tabletter 3 gange daglig|S
28100620972|Abboticin|2 tabletter 2 gange daglig|S
28100620972|Abboticin|1 tablet 2 gange daglig|S
28100620972|Abboticin|1 tablet 4 gange daglig|S
28100620972|Abboticin|1 tablet 3 gange daglig|S
28100622372|Heracillin|1 tablet 3 gange daglig|S
28100622372|Heracillin|2 tabletter 3 gange daglig|S
28100622372|Heracillin|3 tabletter 3 gange daglig|S
28100622372|Heracillin|1/2 tablet 3 gange daglig|S
28100627873|Abboticin|10 ml 2 gange daglig|S
28100627873|Abboticin|5 ml 2 gange daglig|S
28100627873|Abboticin|5 ml 4 gange daglig|S
28100627873|Abboticin|7,5 ml 2 gange daglig|S
28100627873|Abboticin|7,5 ml 4 gange daglig|S
28100631373|Flagyl|1 tablet 2 gange daglig|S
28100631373|Flagyl|1 tablet 3 gange daglig|S
28100631373|Flagyl|2 tabletter 3 gange daglig|S
28100631373|Flagyl|1/2 tablet 3 gange daglig|S
28100631373|Flagyl|5 tabletter 1 gang|S
28100631373|Flagyl|5 tabletter 1 gang daglig dag 1 og 3|S
28100631773|Nitoman|1 tablet 3 gange daglig|S
28100631773|Nitoman|2 tabletter 3 gange daglig|S
28100631773|Nitoman|1/2 tablet 3 gange daglig|S
28100632573|Dermovat|1 påsmøring 2 gange daglig|S
28100632573|Dermovat|1 påsmøring daglig|S
28100632673|Dermovat|1 påsmøring 2 gange daglig|S
28100632673|Dermovat|1 påsmøring daglig|S
28100636073|Panodil|2 tabletter morgen, middag, aften og fÃ¸r sengetid|N
28100636073|Panodil|1 tablet morgen, middag, aften og fÃ¸r sengetid|N
28100636073|Panodil|1 tablet efter behov, hÃ¸jst 4 gange daglig|N
28100636073|Panodil|1 tablet morgen, middag og aften|N
28100636073|Panodil|1 tablet efter behov, hÃ¸jst 3 gange daglig|N
28100636073|Panodil|2 tabletter morgen, middag og aften|N
28100636073|Panodil|2 tabletter efter behov, hÃ¸jst 3 gange daglig|N
28100636073|Panodil|2 tabletter efter behov, hÃ¸jst 4 gange daglig|N
28100636673|Madopar "125"|1 kapsel 2 gange daglig|S
28100636673|Madopar "125"|1 kapsel 2 gange daglig|S
28100636673|Madopar "125"|1 kapsel 3 gange daglig|S
28100636673|Madopar "125"|1 kapsel 3 gange daglig|S
28100636673|Madopar "125"|2 kapsler 3 gange daglig|S
28100636673|Madopar "125"|2 kapsler 3 gange daglig|S
28100636673|Madopar "125"|1 kapsel 4 gange daglig|S
28100636773|Madopar "250"|1 kapsel 2 gange daglig|S
28100636773|Madopar "250"|1 kapsel 4 gange daglig|S
28100636773|Madopar "250"|1 kapsel daglig|S
28100636773|Madopar "250"|1 kapsel 2 gange daglig|S
28100636773|Madopar "250"|1 kapsel daglig|S
28100636773|Madopar "250"|1 kapsel 3 gange daglig|S
28100636773|Madopar "250"|1 kapsel 3 gange daglig|S
28100636773|Madopar "250"|1 kapsel 4 gange daglig|S
28100643374|Leponex|2 tabletter 2 gange daglig|S
28100643374|Leponex|1 tablet 2 gange daglig|S
28100643374|Leponex|1 tablet daglig|S
28100643374|Leponex|1/2 tablet 2 gange daglig|S
28100643374|Leponex|1 tablet 3 gange daglig|S
28100643374|Leponex|1 1/2 tabletter 2 gange daglig|S
28100643374|Leponex|1 1/2 tabletter 3 gange daglig|S
28100643574|Leponex|1 tablet 2 gange daglig|S
28100643574|Leponex|1/2 tablet 2 gange daglig|S
28100643574|Leponex|1 tablet 3 gange daglig|S
28100643574|Leponex|1 1/2 tabletter 2 gange daglig|S
28100643574|Leponex|1 1/2 tabletter 3 gange daglig|S
28100645874|Rivotril|2 tabletter 3 gange daglig|S
28100645874|Rivotril|3 tabletter 3 gange daglig|S
28100645974|Rivotril|1 tablet 3 gange daglig|S
28100649974|Flamazine|1 påsmøring 2 gange daglig|S
28100649974|Flamazine|1 påsmøring daglig|S
28100651774|Lexotan|1 tablet 2 gange daglig|S
28100651774|Lexotan|1 tablet daglig|S
28100651774|Lexotan|1/2 tablet 2 gange daglig|S
28100651774|Lexotan|1/2 tablet daglig|S
28100651774|Lexotan|1 tablet 3 gange daglig|S
28100651874|Lexotan|1 tablet 2 gange daglig|S
28100651874|Lexotan|1 tablet daglig|S
28100651874|Lexotan|1/2 tablet 2 gange daglig|S
28100651874|Lexotan|1/2 tablet daglig|S
28100651874|Lexotan|1 tablet 3 gange daglig|S
28100656474|Diural|2 tabletter morgen og middag|N
28100656474|Diural|1 tablet morgen og middag|N
28100656474|Diural|1 tablet daglig|N
28100656474|Diural|1 tablet morgen, middag og aften|N
28100656474|Diural|2 tabletter morgen, middag og aften|N
28100665575|Nitrolingual|1 pust efter behov på/under tungen ved smerter|S
28100665775|Treo|1 brusetablet 3 gange daglig|S
28100665775|Treo|2 brusetabletter 3 gange daglig|S
28100665775|Treo|1 brusetablet efter behov, hÃ¸jst 8 gange daglig|S
28100665775|Treo|2 brusetabletter efter behov, hÃ¸jst 4 gange daglig|S
28100669775|Estrofem|1 tablet daglig|S
28100669775|Estrofem|1/2 tablet daglig|S
28100669975|Trisekvens|1 tablet daglig|S
28100676975|Nitrazepam "DAK"|1 tablet fÃ¸r sengetid|S
28100676975|Nitrazepam "DAK"|1/2 tablet fÃ¸r sengetid|S
28100688875|Brentacort|1 påsmøring 2 gange daglig|N
28100690976|Tenormin|2 tabletter 1 gang daglig|S
28100690976|Tenormin|1 tablet daglig|S
28100690976|Tenormin|1/2 tablet daglig|S
28100691076|Tenormin|1 tablet daglig|S
28100691076|Tenormin|1/2 tablet daglig|S
28100695476|Amitriptylin "DAK"|1 tablet 2 gange daglig|S
28100695476|Amitriptylin "DAK"|1 tablet 3 gange daglig|S
28100695576|Amitriptylin "DAK"|1 tablet 2 gange daglig|S
28100695576|Amitriptylin "DAK"|1 tablet 3 gange daglig|S
28100695576|Amitriptylin "DAK"|2 tabletter fÃ¸r sengetid|S
28100695576|Amitriptylin "DAK"|3 tabletter fÃ¸r sengetid|S
28100695676|Amitriptylin "DAK"|1 tablet fÃ¸r sengetid|S
28100695676|Amitriptylin "DAK"|2 tabletter fÃ¸r sengetid|S
28100695676|Amitriptylin "DAK"|3 tabletter fÃ¸r sengetid|S
28100717276|Glyoktyl|1 rektaltube daglig|S
28100717276|Glyoktyl|1 rektaltube efter behov, 15 min før virkning ønskes|S
28100717276|Glyoktyl|1 rektaltube efter behov|S
28100722776|Kinin "DAK"|2 tabletter fÃ¸r sengetid|N
28100722776|Kinin "DAK"|1 tablet fÃ¸r sengetid|N
28100723576|Klopoxid "Takeda"|1 tablet 2 gange daglig|S
28100723576|Klopoxid "Takeda"|1 tablet 4 gange daglig|S
28100723576|Klopoxid "Takeda"|1 tablet daglig|S
28100723576|Klopoxid "Takeda"|1 tablet 3 gange daglig|S
28100723676|Klopoxid "Takeda"|1 tablet 2 gange daglig|S
28100723676|Klopoxid "Takeda"|1 tablet daglig|S
28100726176|Kodein "DAK"|1 tablet morgen, middag, aften og fÃ¸r sengetid|N
28100726176|Kodein "DAK"|1 tablet morgen, middag og aften|N
28100726176|Kodein "DAK"|2 tabletter morgen, middag og aften|N
28100734576|Metadon "DAK"|2 tabletter 2 gange daglig|S
28100734576|Metadon "DAK"|1 tablet 2 gange daglig|S
28100734576|Metadon "DAK"|1 tablet 3 gange daglig|S
28100734576|Metadon "DAK"|2 tabletter 3 gange daglig|S
28100744776|Primidon "ERA"|1 tablet 2 gange daglig|S
28100744776|Primidon "ERA"|1 tablet daglig|S
28100744776|Primidon "ERA"|1/2 tablet daglig|S
28100744776|Primidon "ERA"|1 tablet 3 gange daglig|S
28100750576|Sulfametizol "Actavis"|2 tabletter 2 gange daglig|S
28100787776|Microgyn|1 tablet daglig i 3 uger, herefter en uges pause|S
28100902476|Primcillin|1 tablet morgen og aften|N
28100902476|Primcillin|1 tablet morgen, middag og aften|N
28100902976|Panodil Junior|10 ml efter behov, hÃ¸jst 4 gange daglig|S
28100902976|Panodil Junior|5 ml efter behov 4 gange|S
28100902976|Panodil Junior|10 ml 2 gange daglig|S
28100902976|Panodil Junior|15 ml 3 gange daglig|S
28100903176|Ludiomil|1 tablet 2 gange daglig|S
28100903176|Ludiomil|1 tablet daglig|S
28100903676|Diazepam "DAK"|1 tablet 2 gange daglig|S
28100903676|Diazepam "DAK"|1 tablet daglig|S
28100903676|Diazepam "DAK"|1 tablet 3 gange daglig|S
28100903776|Diazepam "DAK"|1 tablet 2 gange daglig|S
28100903776|Diazepam "DAK"|1 tablet daglig|S
28100903776|Diazepam "DAK"|1 tablet 3 gange daglig|S
28100907676|Panodil Brus|2 brusetabletter 4 gange daglig|S
28100907676|Panodil Brus|1 brusetablet 4 gange daglig|S
28100907676|Panodil Brus|1 brusetablet 3 gange daglig|S
28100907676|Panodil Brus|2 brusetabletter 3 gange daglig|S
28100907676|Panodil Brus|2 brusetabletter efter behov, hÃ¸jst 4 gange daglig ved smerter|S
28100913176|Selexid|1 tablet 3 gange daglig|S
28100913176|Selexid|2 tabletter 3 gange daglig|S
28100913877|Canesten|1 applikatordosis 2 gange daglig|S
28100913877|Canesten|1 applikatordosis daglig|S
28100913877|Canesten|2 applikatordoser 1 gang daglig|S
28100918177|Stesolid|1 rektaltube efter behov mod anfald|S
28100918177|Stesolid|1 rektaltube efter behov|S
28100918277|Stesolid|1 rektaltube efter behov mod anfald|S
28100918277|Stesolid|1 rektaltube efter behov|S
28100919477|Halcion|1 tablet fÃ¸r sengetid|S
28100919477|Halcion|1/2 tablet fÃ¸r sengetid|S
28100920077|Etalpha|1 kapsel daglig|S
28100920077|Etalpha|2 kapsler 1 gang daglig|S
28100920477|Trimopan|2 tabletter 2 gange daglig|S
28100920477|Trimopan|1 tablet 2 gange daglig|S
28100920477|Trimopan|1 tablet daglig|S
28100920477|Trimopan|1/2 tablet daglig|S
28100924177|Lomudal|2 dråber 4 gange daglig, 1 i hvert øje|S
28100924177|Lomudal|2 dråber 4 gange daglig, 1 i hvert øje|S
28100924377|Laxoberal|5 dråber 1 gang daglig|S
28100924377|Laxoberal|8 dråber 1 gang daglig|S
28100924377|Laxoberal|10 dråber 1 gang daglig|S
28100924377|Laxoberal|15 dråber 1 gang daglig|S
28100924377|Laxoberal|20 dråber 1 gang daglig|S
28100925773|Ludiomil|2 tabletter 2 gange daglig|S
28100925773|Ludiomil|1 tablet 3 gange daglig|S
28100925773|Ludiomil|2 tabletter 3 gange daglig|S
28100926477|Andriol|1 kapsel 2 gange daglig|S
28100926477|Andriol|2 kapsler 2 gange daglig|S
28100927977|Pevisone|1 påsmøring 3 gange daglig|S
28100927977|Pevisone|1 påsmøring 2 gange daglig|S
28100927977|Pevisone|1 påsmøring daglig|S
28100927977|Pevisone|1 påsmøring efter behov|S
28100948277|Burinex|2 tabletter 2 gange daglig|S
28100948277|Burinex|1 tablet 2 gange daglig|S
28100948277|Burinex|1 tablet daglig|S
28100948277|Burinex|2 tabletter 3 gange daglig|S
28100948277|Burinex|3 tabletter 3 gange daglig|S
28100950170|Apozepam|1 tablet 2 gange daglig|S
28100950170|Apozepam|1 tablet daglig|S
28100950170|Apozepam|1 tablet 3 gange daglig|S
28100950565|Stesolid|1 tablet 2 gange daglig|S
28100950565|Stesolid|1 tablet daglig|S
28100950565|Stesolid|1 tablet 3 gange daglig|S
28100965465|Betnovat med Chinoform|1 påsmøring 3 gange daglig|S
28100965465|Betnovat med Chinoform|1 påsmøring 2 gange daglig|S
28100965465|Betnovat med Chinoform|1 påsmøring daglig|S
28100965465|Betnovat med Chinoform|1 påsmøring efter behov|S
28100966278|Motilium|1 tablet 4 gange daglig|S
28100966278|Motilium|1 tablet 3 gange daglig|S
28100970678|Persantin|1 tablet 4 gange daglig|S
28100975178|Etalpha|1 kapsel daglig|S
28100975178|Etalpha|2 kapsler 1 gang daglig|S
28100980178|Metronidazol "Actavis"|1 tablet 2 gange daglig|S
28100980178|Metronidazol "Actavis"|1/2 tablet 2 gange daglig|S
28100980178|Metronidazol "Actavis"|1 tablet 3 gange daglig|S
28100980178|Metronidazol "Actavis"|1/2 tablet 3 gange daglig|S
28100980178|Metronidazol "Actavis"|4 tabletter 1 gang|S
28100980178|Metronidazol "Actavis"|4 tabletter 1 gang|S
28100980178|Metronidazol "Actavis"|4 tabletter 1 gang daglig dag 1 og 3|S
28100980278|Metronidazol "Actavis"|1 rektal stikpille 3 gange daglig|S
28100980278|Metronidazol "Actavis"|1 rektal stikpille 2 gange daglig|S
28100980278|Metronidazol "Actavis"|2 rektale stikpiller 2 gange daglig i endetarmen|S
28100982178|Madopar "62,5"|1 kapsel 2 gange daglig|S
28100982178|Madopar "62,5"|1 kapsel daglig|S
28100982178|Madopar "62,5"|1 kapsel 3 gange daglig|S
28100982178|Madopar "62,5"|2 kapsler 3 gange daglig|S
28100982178|Madopar "62,5"|2 kapsler 4 gange daglig|S
28100982178|Madopar "62,5"|1 kapsel 4 gange daglig|S
28100983067|Anafranil|2 tabletter 2 gange daglig|S
28100983067|Anafranil|1 tablet 2 gange daglig|S
28100983067|Anafranil|1 tablet 3 gange daglig|S
28100988878|Karbamazepin "DAK"|2 tabletter 2 gange daglig|S
28100988878|Karbamazepin "DAK"|1 tablet 2 gange daglig|S
28100988878|Karbamazepin "DAK"|1 tablet 3 gange daglig|S
28100988878|Karbamazepin "DAK"|2 tabletter 3 gange daglig|S
28100988878|Karbamazepin "DAK"|3 tabletter 3 gange daglig|S
28100989878|Furix|2 tabletter morgen og middag|N
28100989878|Furix|1 tablet morgen og middag|N
28100989878|Furix|1 tablet daglig|N
28100989878|Furix|1 tablet morgen, middag og aften|N
28100989878|Furix|2 tabletter morgen, middag og aften|N
28100989978|Furix|1 tablet 2 gange daglig|S
28100989978|Furix|1 tablet daglig|S
28100989978|Furix|1/2 tablet daglig|S
28100989978|Furix|1 tablet 3 gange daglig|S
28100991878|Orfiril|2 tabletter 1 gang daglig|S
28100991878|Orfiril|4 tabletter 1 gang daglig|S
28100991878|Orfiril|1 tablet daglig|S
28100991878|Orfiril|1 tablet fÃ¸r sengetid|S
28100991878|Orfiril|2 tabletter fÃ¸r sengetid|S
28100991878|Orfiril|3 tabletter fÃ¸r sengetid|S
28100991878|Orfiril|3 tabletter 1 gang daglig|S
28100991878|Orfiril|4 tabletter fÃ¸r sengetid|S
28100991978|Orfiril|20 ml 1 gang daglig|S
28100991978|Orfiril|20 ml fÃ¸r sengetid|S
28100991978|Orfiril|30 ml fÃ¸r sengetid|S
28100991978|Orfiril|40 ml fÃ¸r sengetid|S
28100991978|Orfiril|30 ml 1 gang daglig|S
28100991978|Orfiril|40 ml 1 gang daglig|S
28100993578|Vermox|Dosering efter skriftlig anvisning|S
28100993578|Vermox|1 tablet 1 gang daglig dag 1, 15 og 29|S
28100993578|Vermox|1 tablet 2 gange daglig i 3 dage|S
28100994078|Lasix Retard|1 kapsel 2 gange daglig|S
28100994078|Lasix Retard|1 kapsel daglig|S
28100994978|Emperal|1 tablet morgen, middag og aften|N
28100994978|Emperal|2 tabletter morgen, middag og aften|N
28100994978|Emperal|1/2 tablet morgen, middag og aften|N
28100996278|Spirix|2 tabletter morgen og aften|N
28100996278|Spirix|1 tablet morgen og aften|N
28100996278|Spirix|1 tablet daglig|N
28100996855|Lucosil|2 tabletter 2 gange daglig|S
28100996855|Lucosil|2 tabletter 1 gang daglig i 3 dage|S
28100996855|Lucosil|2 tabletter 1 gang daglig i 6 dage|S
28101000672|Lioresal|1 tablet 3 gange daglig|S
28101000672|Lioresal|1/2 tablet 3 gange daglig|S
28101003665|Risolid|1 tablet 2 gange daglig|S
28101003665|Risolid|1 tablet 4 gange daglig|S
28101003665|Risolid|1 tablet daglig|S
28101003665|Risolid|1 tablet 3 gange daglig|S
28101003765|Risolid|1 tablet 2 gange daglig|S
28101003765|Risolid|1 tablet daglig|S
